Chromosome	Start	End	Clinical.Exon
chrX	47203539	47203695	exon_14
chrX	47205946	47206112	exon_15
chrX	47206246	47206443	exon_16
chrX	47209582	47209702	exon_17
chrX	47209926	47210122	exon_18
chrX	47210813	47210933	exon_19
chrX	47211034	47211224	exon_20
chrX	47212398	47212518	exon_21
chrX	47212755	47212875	exon_22
chrX	47212988	47213180	exon_23
chrX	47214322	47214442	exon_24
chrX	47214529	47214649	exon_25
chrX	47214792	47215127	exon_26
chrX	48786589	48786709	exon_1
chrX	48791089	48791328	exon_2
chrX	48791842	48792220	exon_3
chrX	48792321	48792467	exon_4
chrX	48793173	48793293	exon_5
chrX	48793791	48794310	exon_6
chrX	53374147	53380185	exon_25
chrX	53380613	53380733	exon_24
chrX	53381000	53381120	exon_23
chrX	53382230	53382382	exon_22
chrX	53382504	53382659	exon_21
chrX	53383095	53383252	exon_20
chrX	53394771	53394891	exon_19
chrX	53396225	53396379	exon_18
chrX	53396470	53396616	exon_17
chrX	53399587	53399729	exon_16
chrX	53403557	53403677	exon_15
chrX	53403773	53403893	exon_14
chrX	53405010	53405148	exon_13
chrX	53405243	53405390	exon_12
chrX	53405491	53405671	exon_11
chrX	53405769	53405955	exon_10
chrX	53409060	53409268	exon_9
chrX	53409388	53409508	exon_8
chrX	53411759	53411900	exon_7
chrX	53411993	53412252	exon_6
chrX	53412898	53413137	exon_5
chrX	53413230	53413434	exon_4
chrX	53414752	53414872	exon_3
chrX	53414979	53415168	exon_2
chrX	53422490	53422653	exon_1
chrX	55009053	55009342	exon_11
chrX	55013484	55013647	exon_10
chrX	55014745	55015014	exon_9
chrX	55015576	55015741	exon_8
chrX	55017484	55017664	exon_7
chrX	55020318	55020503	exon_6
chrX	55021050	55021273	exon_5
chrX	55023750	55023870	exon_4
chrX	55024717	55024837	exon_3
chrX	55025818	55026014	exon_2
chrX	55030902	55031022	exon_1
chrX	101349448	101349955	exon_19
chrX	101353192	101353350	exon_18
chrX	101353867	101353987	exon_17
chrX	101354616	101354736	exon_16
chrX	101356050	101356267	exon_15
chrX	101356782	101356954	exon_14
chrX	101357466	101357586	exon_13
chrX	101358312	101358432	exon_12
chrX	101358587	101358707	exon_11
chrX	101359253	101359373	exon_10
chrX	101360085	101360205	exon_9
chrX	101360566	101360754	exon_8
chrX	101362152	101362272	exon_7
chrX	101362563	101362683	exon_6
chrX	101369994	101370114	exon_5
chrX	101371589	101371709	exon_4
chrX	101374522	101374642	exon_3
chrX	101375142	101375313	exon_2
chrX	101386065	101386185	exon_1
chrX	123961720	123961855	exon_1
chrX	124021365	124021485	exon_2
chrX	124022529	124022670	exon_3
chrX	124025807	124025927	exon_4
chrX	124030959	124031124	exon_5
chrX	124037513	124037633	exon_6
chrX	124042545	124042665	exon_7
chrX	124045162	124045367	exon_8
chrX	124047352	124047504	exon_9
chrX	124048972	124049092	exon_10
chrX	124050186	124050306	exon_11
chrX	124051115	124051235	exon_12
chrX	124051303	124051423	exon_13
chrX	124056120	124056240	exon_14
chrX	124057860	124057980	exon_15
chrX	124061221	124061341	exon_16
chrX	124061769	124061889	exon_17
chrX	124062887	124063007	exon_18
chrX	124063094	124063214	exon_19
chrX	124063846	124064050	exon_20
chrX	124065867	124065987	exon_21
chrX	124066167	124066287	exon_22
chrX	124066335	124066455	exon_23
chrX	124068557	124068677	exon_24
chrX	124071147	124071322	exon_25
chrX	124076330	124076470	exon_26
chrX	124077955	124078075	exon_27
chrX	124081378	124081527	exon_28
chrX	124083423	124083543	exon_29
chrX	124086545	124086769	exon_30
chrX	124090573	124090763	exon_31
chrX	124090847	124090967	exon_32
chrX	124094019	124094139	exon_33
chrX	124095356	124095476	exon_34
chrX	124100572	124102655	exon_35
chrX	129982637	129982757	exon_1
chrX	130005191	130005311	exon_2
chrX	130012568	130012688	exon_3
chrX	130012948	130016212	exon_4
chrX	130020983	130021149	exon_5
chrX	130022876	130022996	exon_6
chrX	130024988	130025378	exon_7
chrX	130028633	130028860	exon_8
chrX	130034453	130034675	exon_9
chrX	130037365	130037532	exon_10
chrX	130039135	130039281	exon_11
chrX	130050694	130050814	exon_12
chrX	130051858	130052015	exon_13
chrX	130055852	130058070	exon_14
chrX	134373310	134373466	exon_1
chrX	134377570	134377754	exon_2
chrX	134378003	134378123	exon_3
chrX	134393499	134393633	exon_4
chrX	134393906	134394026	exon_5
chrX	134413489	134413656	exon_6
chrX	134413821	134413965	exon_7
chrX	134415006	134415126	exon_8
chrX	134417167	134417301	exon_9
chrX	134425204	134425324	exon_10
chrX	134425659	134428789	exon_11
