chrom	start	end	name	gene	n_samples	median_depth_mq0	median_depth_mq20	median_retained	min_retained	max_retained	flag	xa_n_lowmapq	xa_n_with_xa	xa_modal_locus	xa_modal_fraction
chr8	2961131	2961251	CSMD1_exon_62	CSMD1	23	1016.7	1016.7	1.000	1.000	1.000	OK				
chr8	2962464	2962638	CSMD1_exon_61	CSMD1	23	1392.0	1392.0	1.000	1.000	1.000	OK				
chr8	2963220	2963394	CSMD1_exon_60	CSMD1	23	1362.1	1362.1	1.000	1.000	1.000	OK				
chr8	2965773	2965953	CSMD1_exon_59	CSMD1	23	1575.4	1575.4	1.000	1.000	1.000	OK				
chr8	2966568	2966745	CSMD1_exon_58	CSMD1	23	1459.2	1459.2	1.000	1.000	1.000	OK				
chr8	2973115	2973298	CSMD1_exon_57	CSMD1	23	1446.3	1446.3	1.000	1.000	1.000	OK				
chr8	2974449	2974623	CSMD1_exon_56	CSMD1	23	1208.4	1208.4	1.000	1.000	1.000	OK				
chr8	2978610	2978799	CSMD1_exon_55	CSMD1	23	1619.5	1619.5	1.000	1.000	1.000	OK				
chr8	2998009	2998183	CSMD1_exon_54	CSMD1	23	1479.7	1479.7	1.000	1.000	1.000	OK				
chr8	2999956	3000130	CSMD1_exon_53	CSMD1	23	1411.5	1411.5	1.000	1.000	1.000	OK				
chr8	3018475	3018649	CSMD1_exon_52	CSMD1	23	1290.0	1289.9	1.000	1.000	1.000	OK				
chr8	3029317	3029512	CSMD1_exon_51	CSMD1	23	1541.4	1541.4	1.000	1.000	1.000	OK				
chr8	3052460	3052646	CSMD1_exon_50	CSMD1	23	1263.6	1263.6	1.000	1.000	1.000	OK				
chr8	3087095	3087284	CSMD1_exon_49	CSMD1	23	1465.8	1465.8	1.000	1.000	1.000	OK				
chr8	3091514	3091661	CSMD1_exon_48	CSMD1	23	1141.0	1141.0	1.000	1.000	1.000	OK				
chr8	3096847	3097036	CSMD1_exon_47	CSMD1	23	1469.9	1469.9	1.000	1.000	1.000	OK				
chr8	3106523	3106643	CSMD1_exon_46	CSMD1	23	1017.7	1017.7	1.000	1.000	1.000	OK				
chr8	3107679	3107799	CSMD1_exon_45	CSMD1	23	978.6	978.6	1.000	0.999	1.000	OK				
chr8	3108601	3108747	CSMD1_exon_44	CSMD1	23	1069.8	1069.8	1.000	1.000	1.000	OK				
chr8	3110156	3110334	CSMD1_exon_43	CSMD1	23	1406.5	1406.5	1.000	1.000	1.000	OK				
chr8	3118397	3118586	CSMD1_exon_42	CSMD1	23	1641.3	1641.3	1.000	1.000	1.000	OK				
chr8	3142463	3142673	CSMD1_exon_41	CSMD1	23	1539.1	1539.1	1.000	1.000	1.000	OK				
chr8	3151393	3151513	CSMD1_exon_40	CSMD1	23	1087.7	1087.7	1.000	1.000	1.000	OK				
chr8	3157867	3157987	CSMD1_exon_39	CSMD1	23	899.6	899.6	1.000	1.000	1.000	OK				
chr8	3162156	3162276	CSMD1_exon_38	CSMD1	23	1039.9	1039.9	1.000	1.000	1.000	OK				
chr8	3181100	3181220	CSMD1_exon_37	CSMD1	23	1062.1	1062.1	1.000	0.999	1.000	OK				
chr8	3187864	3187984	CSMD1_exon_36	CSMD1	23	881.9	881.9	1.000	0.999	1.000	OK				
chr8	3188887	3189007	CSMD1_exon_35	CSMD1	23	998.4	998.4	1.000	1.000	1.000	OK				
chr8	3189910	3190114	CSMD1_exon_34	CSMD1	23	1504.6	1504.6	1.000	1.000	1.000	OK				
chr8	3199708	3199828	CSMD1_exon_33	CSMD1	23	978.0	978.0	1.000	1.000	1.000	OK				
chr8	3201607	3201727	CSMD1_exon_32	CSMD1	23	923.0	923.0	1.000	0.998	1.000	OK				
chr8	3205500	3205620	CSMD1_exon_31	CSMD1	23	1009.4	1009.4	1.000	1.000	1.000	OK				
chr8	3214495	3214690	CSMD1_exon_30	CSMD1	23	1618.3	1618.3	1.000	1.000	1.000	OK				
chr8	3219253	3219441	CSMD1_exon_29	CSMD1	23	1438.2	1438.2	1.000	1.000	1.000	OK				
chr8	3223727	3223866	CSMD1_exon_28	CSMD1	23	971.9	971.9	1.000	1.000	1.000	OK				
chr8	3230038	3230230	CSMD1_exon_27	CSMD1	23	1384.8	1384.8	1.000	0.999	1.000	OK				
chr8	3284142	3284345	CSMD1_exon_26	CSMD1	23	1544.5	1544.5	1.000	1.000	1.000	OK				
chr8	3307696	3307816	CSMD1_exon_25	CSMD1	23	1035.9	1035.9	1.000	1.000	1.000	OK				
chr8	3308310	3308502	CSMD1_exon_24	CSMD1	23	1349.0	1349.0	1.000	0.999	1.000	OK				
chr8	3343292	3343449	CSMD1_exon_23	CSMD1	23	1244.6	1244.6	1.000	1.000	1.000	OK				
chr8	3347990	3348160	CSMD1_exon_22	CSMD1	23	1117.5	1117.5	1.000	0.999	1.000	OK				
chr8	3359150	3359339	CSMD1_exon_21	CSMD1	23	1231.3	1231.3	1.000	1.000	1.000	OK				
chr8	3367030	3367246	CSMD1_exon_20	CSMD1	23	1615.5	1615.5	1.000	1.000	1.000	OK				
chr8	3369250	3369370	CSMD1_exon_19	CSMD1	23	991.4	991.4	1.000	1.000	1.000	OK				
chr8	3387492	3387681	CSMD1_exon_18	CSMD1	23	1477.1	1477.1	1.000	0.999	1.000	OK				
chr8	3396192	3396380	CSMD1_exon_17	CSMD1	23	1399.2	1399.2	1.000	1.000	1.000	OK				
chr8	3399389	3399528	CSMD1_exon_16	CSMD1	23	969.9	969.9	1.000	1.000	1.000	OK				
chr8	3406025	3406220	CSMD1_exon_15	CSMD1	23	1281.4	1281.4	1.000	1.000	1.000	OK				
chr8	3407897	3408224	CSMD1_exon_14	CSMD1	23	1692.8	1692.8	1.000	1.000	1.000	OK				
chr8	3409421	3409604	CSMD1_exon_13	CSMD1	23	1420.2	1420.2	1.000	1.000	1.000	OK				
chr8	3468706	3468826	CSMD1_exon_12	CSMD1	23	1044.5	1044.5	1.000	1.000	1.000	OK				
chr8	3493613	3493733	CSMD1_exon_11	CSMD1	23	1057.1	1057.1	1.000	1.000	1.000	OK				
chr8	3574944	3575064	CSMD1_exon_10	CSMD1	23	947.5	947.5	1.000	1.000	1.000	OK				
chr8	3586136	3586256	CSMD1_exon_9	CSMD1	23	955.3	955.3	1.000	1.000	1.000	OK				
chr8	3616690	3616810	CSMD1_exon_8	CSMD1	23	930.5	930.5	1.000	1.000	1.000	OK				
chr8	3708375	3708495	CSMD1_exon_7	CSMD1	23	1080.1	1080.1	1.000	1.000	1.000	OK				
chr8	3753924	3754044	CSMD1_exon_6	CSMD1	23	903.7	903.7	1.000	1.000	1.000	OK				
chr8	3997901	3998109	CSMD1_exon_5	CSMD1	23	1472.4	1471.9	1.000	1.000	1.000	OK				
chr8	4031903	4032098	CSMD1_exon_4	CSMD1	23	1525.1	1525.1	1.000	1.000	1.000	OK				
chr8	4419947	4420067	CSMD1_exon_3	CSMD1	23	1029.0	1029.0	1.000	1.000	1.000	OK				
chr8	4637340	4637557	CSMD1_exon_2	CSMD1	23	1291.5	1291.5	1.000	1.000	1.000	OK				
chr8	4994330	4994913	CSMD1_exon_1	CSMD1	23	1256.8	1256.5	1.000	1.000	1.000	OK				
chr8	76681245	76681619	ZFHX4_exon_1	ZFHX4	23	1085.7	1085.7	1.000	0.999	1.000	OK				
chr8	76704041	76706677	ZFHX4_exon_2	ZFHX4	23	2111.0	2111.0	1.000	1.000	1.000	OK				
chr8	76707544	76708047	ZFHX4_exon_3	ZFHX4	23	1771.1	1771.1	1.000	1.000	1.000	OK				
chr8	76778206	76778438	ZFHX4_exon_4	ZFHX4	23	1505.2	1505.2	1.000	1.000	1.000	OK				
chr8	76833288	76833408	ZFHX4_exon_5	ZFHX4	23	991.4	991.4	1.000	1.000	1.000	OK				
chr8	76842651	76842771	ZFHX4_exon_6	ZFHX4	23	899.6	899.6	1.000	1.000	1.000	OK				
chr8	76848993	76849127	ZFHX4_exon_7	ZFHX4	23	1014.5	1014.5	1.000	1.000	1.000	OK				
chr8	76849510	76849711	ZFHX4_exon_8	ZFHX4	23	1311.2	1311.2	1.000	1.000	1.000	OK				
chr8	76850242	76850362	ZFHX4_exon_9	ZFHX4	23	1025.0	1025.0	1.000	1.000	1.000	OK				
chr8	76850884	76856299	ZFHX4_exon_10	ZFHX4	23	1956.0	1956.0	1.000	1.000	1.000	OK				
chr8	76863092	76867280	ZFHX4_exon_11	ZFHX4	23	1757.7	1757.6	1.000	1.000	1.000	OK				
chr8	116845932	116847690	RAD21_exon_14	RAD21	23	1625.2	1625.0	1.000	1.000	1.000	OK				
chr8	116848928	116849048	RAD21_exon_13	RAD21	23	768.2	768.2	1.000	1.000	1.000	OK				
chr8	116850616	116850766	RAD21_exon_12	RAD21	23	964.4	964.2	1.000	0.996	1.000	OK				
chr8	116851946	116852095	RAD21_exon_11	RAD21	23	1212.1	1212.1	1.000	1.000	1.000	OK				
chr8	116852547	116852707	RAD21_exon_10	RAD21	23	1210.2	1210.2	1.000	1.000	1.000	OK				
chr8	116854243	116854467	RAD21_exon_9	RAD21	23	1342.3	1342.3	1.000	0.999	1.000	OK				
chr8	116856165	116856285	RAD21_exon_8	RAD21	23	831.5	831.5	1.000	0.999	1.000	OK				
chr8	116856647	116856767	RAD21_exon_7	RAD21	23	965.5	965.5	1.000	0.999	1.000	OK				
chr8	116857265	116857472	RAD21_exon_6	RAD21	23	1230.6	1230.6	1.000	1.000	1.000	OK				
chr8	116858343	116858463	RAD21_exon_5	RAD21	23	852.5	852.5	1.000	1.000	1.000	OK				
chr8	116861829	116861949	RAD21_exon_4	RAD21	23	987.5	987.5	1.000	1.000	1.000	OK				
chr8	116863133	116863253	RAD21_exon_3	RAD21	23	988.0	988.0	1.000	0.999	1.000	OK				
chr8	116866584	116866760	RAD21_exon_2	RAD21	23	1239.3	1239.3	1.000	0.999	1.000	OK				
chr8	116874609	116874775	RAD21_exon_1	RAD21	23	365.3	365.3	1.000	0.999	1.000	OK				
chr8	127736229	127736622	MYC_exon_1	MYC	23	1490.0	1490.0	1.000	1.000	1.000	OK				
chr8	127738246	127739018	MYC_exon_2	MYC	23	1523.3	1523.3	1.000	1.000	1.000	OK				
chr8	127740394	127742950	MYC_exon_3	MYC	23	1729.2	1729.2	1.000	1.000	1.000	OK				
chr9	5066672	5066792	JAK2_exon_10	JAK2	23	938.8	938.8	1.000	1.000	1.000	OK				
chr9	5069020	5069207	JAK2_exon_11	JAK2	23	1396.1	1396.1	1.000	1.000	1.000	OK				
chr9	5069927	5070047	JAK2_exon_12	JAK2	23	951.1	951.1	1.000	1.000	1.000	OK				
chr9	5072490	5072625	JAK2_exon_13	JAK2	23	875.3	875.3	1.000	1.000	1.000	OK				
chr9	5073694	5073814	JAK2_exon_14	JAK2	23	1003.6	1003.6	1.000	1.000	1.000	OK				
chr9	5077455	5077575	JAK2_exon_15	JAK2	23	279.7	279.7	1.000	1.000	1.000	OK				
chr9	5078304	5078443	JAK2_exon_16	JAK2	23	979.8	979.8	1.000	1.000	1.000	OK				
chr9	21967766	21968241	CDKN2A_exon_3	CDKN2A	23	1133.5	1133.4	1.000	0.999	1.000	OK				
chr9	21970900	21971207	CDKN2A_exon_2	CDKN2A	23	1196.2	1195.5	0.998	0.993	1.000	OK				
chr9	21974676	21974856	CDKN2A_exon_1	CDKN2A	23	1053.5	1053.2	1.000	0.999	1.000	OK				
chr9	22002901	22006246	CDKN2B_exon_2	CDKN2B	23	1442.8	1442.8	1.000	0.999	1.000	OK				
chr9	22008796	22009304	CDKN2B_exon_1	CDKN2B	23	1347.4	1346.6	1.000	0.999	1.000	OK				
chr9	36833267	36840635	PAX5_exon_10	PAX5	23	1706.9	1706.8	1.000	1.000	1.000	OK				
chr9	36846835	36846955	PAX5_exon_9	PAX5	23	1069.6	1069.6	1.000	1.000	1.000	OK				
chr9	36881994	36882114	PAX5_exon_8	PAX5	23	897.0	897.0	1.000	1.000	1.000	OK				
chr9	36923358	36923478	PAX5_exon_7	PAX5	23	933.5	933.4	1.000	0.999	1.000	OK				
chr9	36966547	36966723	PAX5_exon_6	PAX5	23	1323.0	1323.0	1.000	1.000	1.000	OK				
chr9	37002650	37002770	PAX5_exon_5	PAX5	23	997.6	997.6	1.000	0.999	1.000	OK				
chr9	37006464	37006584	PAX5_exon_4	PAX5	23	865.6	865.6	1.000	0.999	1.000	OK				
chr9	37014995	37015193	PAX5_exon_3	PAX5	23	1481.8	1481.8	1.000	1.000	1.000	OK				
chr9	37020634	37020800	PAX5_exon_2	PAX5	23	1162.6	1162.6	1.000	1.000	1.000	OK				
chr9	37033984	37034267	PAX5_exon_1	PAX5	23	951.2	951.0	1.000	1.000	1.000	OK				
chr9	83968081	83969439	HNRNPK_exon_17	HNRNPK	23	1081.1	1077.1	0.993	0.978	0.998	OK				
chr9	83970160	83970330	HNRNPK_exon_16	HNRNPK	23	1096.8	1095.7	0.996	0.988	1.000	OK				
chr9	83970709	83970829	HNRNPK_exon_15	HNRNPK	23	1035.2	1035.2	1.000	1.000	1.000	OK				
chr9	83970793	83970913	HNRNPK_exon_14	HNRNPK	23	1138.7	1138.7	1.000	1.000	1.000	OK				
chr9	83971247	83971367	HNRNPK_exon_13	HNRNPK	23	1015.2	1010.8	0.994	0.954	0.999	OK				
chr9	83971621	83971741	HNRNPK_exon_12	HNRNPK	23	1068.6	1068.6	1.000	1.000	1.000	OK				
chr9	83971880	83972188	HNRNPK_exon_11	HNRNPK	23	991.5	991.5	0.999	0.996	1.000	OK				
chr9	83972846	83972966	HNRNPK_exon_10	HNRNPK	23	928.6	928.6	1.000	0.999	1.000	OK				
chr9	83973281	83973401	HNRNPK_exon_9	HNRNPK	23	795.4	791.0	0.986	0.954	0.997	OK				
chr9	83973865	83973985	HNRNPK_exon_8	HNRNPK	23	823.0	822.6	1.000	0.999	1.000	OK				
chr9	83974510	83974630	HNRNPK_exon_7	HNRNPK	23	758.5	758.5	1.000	1.000	1.000	OK				
chr9	83975412	83975532	HNRNPK_exon_6	HNRNPK	23	856.1	855.9	1.000	0.999	1.000	OK				
chr9	83976953	83977073	HNRNPK_exon_5	HNRNPK	23	934.1	934.1	1.000	1.000	1.000	OK				
chr9	83977685	83977805	HNRNPK_exon_4	HNRNPK	23	882.6	882.6	0.998	0.994	1.000	OK				
chr9	83978185	83978305	HNRNPK_exon_3	HNRNPK	23	1014.6	1014.6	1.000	1.000	1.000	OK				
chr9	83978351	83978471	HNRNPK_exon_2	HNRNPK	23	969.6	969.6	1.000	0.998	1.000	OK				
chr9	83980095	83980215	HNRNPK_exon_1	HNRNPK	23	724.8	724.8	1.000	1.000	1.000	OK				
chr9	136494431	136497557	NOTCH1_exon_34	NOTCH1	23	1708.3	1708.1	1.000	1.000	1.000	OK				
chr9	136498894	136499014	NOTCH1_exon_33	NOTCH1	23	1222.9	1222.9	1.000	0.999	1.000	OK				
chr9	136499110	136499258	NOTCH1_exon_32	NOTCH1	23	1164.3	1164.3	1.000	0.999	1.000	OK				
chr9	136500550	136500846	NOTCH1_exon_31	NOTCH1	23	1450.7	1450.7	1.000	0.999	1.000	OK				
chr9	136501746	136501912	NOTCH1_exon_30	NOTCH1	23	1283.7	1283.7	1.000	0.999	1.000	OK				
chr9	136501994	136502114	NOTCH1_exon_29	NOTCH1	23	1057.7	1057.7	1.000	0.999	1.000	OK				
chr9	136502270	136502487	NOTCH1_exon_28	NOTCH1	23	1061.1	1060.0	1.000	0.999	1.000	OK				
chr9	136503180	136503329	NOTCH1_exon_27	NOTCH1	23	972.5	971.9	1.000	0.999	1.000	OK				
chr9	136504671	136505103	NOTCH1_exon_26	NOTCH1	23	1481.8	1481.5	1.000	0.999	1.000	OK				
chr9	136505308	136505880	NOTCH1_exon_25	NOTCH1	23	1565.5	1565.4	1.000	1.000	1.000	OK				
chr9	136506521	136506641	NOTCH1_exon_24	NOTCH1	23	1261.5	1261.2	1.000	0.999	1.000	OK				
chr9	136506714	136506972	NOTCH1_exon_23	NOTCH1	23	1676.3	1676.3	1.000	1.000	1.000	OK				
chr9	136507303	136507436	NOTCH1_exon_22	NOTCH1	23	1104.0	1104.0	1.000	1.000	1.000	OK				
chr9	136507953	136508138	NOTCH1_exon_21	NOTCH1	23	1282.6	1282.1	1.000	1.000	1.000	OK				
chr9	136508230	136508384	NOTCH1_exon_20	NOTCH1	23	1366.9	1366.9	1.000	0.999	1.000	OK				
chr9	136508868	136509070	NOTCH1_exon_19	NOTCH1	23	1262.1	1262.1	1.000	1.000	1.000	OK				
chr9	136509731	136509960	NOTCH1_exon_18	NOTCH1	23	1452.0	1452.0	1.000	1.000	1.000	OK				
chr9	136510651	136510804	NOTCH1_exon_17	NOTCH1	23	1030.1	1028.8	1.000	0.999	1.000	OK				
chr9	136511150	136511270	NOTCH1_exon_16	NOTCH1	23	989.2	988.5	1.000	0.999	1.000	OK				
chr9	136513016	136513136	NOTCH1_exon_15	NOTCH1	23	747.5	747.5	1.000	0.999	1.000	OK				
chr9	136513390	136513536	NOTCH1_exon_14	NOTCH1	23	1207.5	1207.5	1.000	0.999	1.000	OK				
chr9	136514508	136514701	NOTCH1_exon_13	NOTCH1	23	1382.9	1382.8	1.000	1.000	1.000	OK				
chr9	136515283	136515403	NOTCH1_exon_12	NOTCH1	23	1185.4	1185.2	1.000	1.000	1.000	OK				
chr9	136515481	136515715	NOTCH1_exon_11	NOTCH1	23	1563.1	1563.1	1.000	1.000	1.000	OK				
chr9	136515976	136516096	NOTCH1_exon_10	NOTCH1	23	899.6	899.6	1.000	0.999	1.000	OK				
chr9	136517267	136517387	NOTCH1_exon_9	NOTCH1	23	865.1	865.1	1.000	0.999	1.000	OK				
chr9	136517750	136517936	NOTCH1_exon_8	NOTCH1	23	1468.5	1467.9	1.000	1.000	1.000	OK				
chr9	136518135	136518291	NOTCH1_exon_7	NOTCH1	23	1224.7	1224.7	1.000	0.999	1.000	OK				
chr9	136518589	136518823	NOTCH1_exon_6	NOTCH1	23	1441.5	1441.2	1.000	1.000	1.000	OK				
chr9	136519442	136519562	NOTCH1_exon_5	NOTCH1	23	1156.4	1156.4	1.000	0.999	1.000	OK				
chr9	136522848	136523187	NOTCH1_exon_4	NOTCH1	23	1476.8	1476.7	1.000	1.000	1.000	OK				
chr9	136523715	136523978	NOTCH1_exon_3	NOTCH1	23	1369.0	1368.6	1.000	1.000	1.000	OK				
chr9	136544016	136544136	NOTCH1_exon_2	NOTCH1	23	975.8	975.8	1.000	1.000	1.000	OK				
chr9	136545724	136546047	NOTCH1_exon_1	NOTCH1	23	361.7	361.7	1.000	1.000	1.000	OK				
chr10	8062184	8062304	GATA3_intronic	GATA3_intronic	23	831.4	831.4	1.000	1.000	1.000	OK				
chr10	27004114	27005722	ANKRD26_exon_34	ANKRD26	23	1351.0	1351.0	1.000	1.000	1.000	OK				
chr10	27006896	27007016	ANKRD26_exon_33	ANKRD26	23	466.7	466.7	1.000	1.000	1.000	OK				
chr10	27012880	27013109	ANKRD26_exon_32	ANKRD26	23	1583.2	1583.2	1.000	1.000	1.000	OK				
chr10	27014492	27014710	ANKRD26_exon_31	ANKRD26	23	700.1	700.1	1.000	1.000	1.000	OK				
chr10	27017500	27017791	ANKRD26_exon_30	ANKRD26	23	1176.5	1176.5	1.000	1.000	1.000	OK				
chr10	27022561	27022681	ANKRD26_exon_29	ANKRD26	23	15.6	15.6	1.000	1.000	1.000	LOW_DEPTH				
chr10	27024441	27024561	ANKRD26_exon_28	ANKRD26	23	197.6	197.6	1.000	1.000	1.000	OK				
chr10	27028828	27028948	ANKRD26_exon_27	ANKRD26	23	690.6	690.6	1.000	1.000	1.000	OK				
chr10	27029261	27029381	ANKRD26_exon_26	ANKRD26	23	898.2	898.2	1.000	1.000	1.000	OK				
chr10	27033223	27033376	ANKRD26_exon_25	ANKRD26	23	1011.6	1011.6	1.000	1.000	1.000	OK				
chr10	27034794	27035751	ANKRD26_exon_24	ANKRD26	23	1743.6	1743.6	1.000	1.000	1.000	OK				
chr10	27037184	27037322	ANKRD26_exon_23	ANKRD26	23	923.9	923.9	1.000	1.000	1.000	OK				
chr10	27037869	27038053	ANKRD26_exon_22	ANKRD26	23	1081.9	1081.9	1.000	1.000	1.000	OK				
chr10	27039963	27040177	ANKRD26_exon_21	ANKRD26	23	987.0	987.0	1.000	1.000	1.000	OK				
chr10	27043424	27043566	ANKRD26_exon_20	ANKRD26	23	999.5	999.5	1.000	1.000	1.000	OK				
chr10	27044134	27044254	ANKRD26_exon_19	ANKRD26	23	9.5	9.5	1.000	1.000	1.000	LOW_DEPTH				
chr10	27046351	27046522	ANKRD26_exon_18	ANKRD26	23	1235.3	1235.3	1.000	1.000	1.000	OK				
chr10	27048799	27048978	ANKRD26_exon_17	ANKRD26	23	1220.9	1220.9	1.000	1.000	1.000	OK				
chr10	27053318	27053438	ANKRD26_exon_16	ANKRD26	23	723.8	723.8	1.000	1.000	1.000	OK				
chr10	27060307	27060427	ANKRD26_exon_15	ANKRD26	23	875.7	875.7	1.000	0.999	1.000	OK				
chr10	27060508	27060628	ANKRD26_exon_14	ANKRD26	23	317.3	317.3	1.000	1.000	1.000	OK				
chr10	27061125	27061245	ANKRD26_exon_13	ANKRD26	23	887.5	887.5	1.000	0.999	1.000	OK				
chr10	27063978	27064098	ANKRD26_exon_12	ANKRD26	23	796.1	796.1	1.000	1.000	1.000	OK				
chr10	27066464	27066584	ANKRD26_exon_11	ANKRD26	23	684.8	684.8	1.000	1.000	1.000	OK				
chr10	27067160	27067280	ANKRD26_exon_10	ANKRD26	23	906.8	906.8	1.000	1.000	1.000	OK				
chr10	27077336	27077539	ANKRD26_exon_9	ANKRD26	23	1754.3	1754.3	1.000	1.000	1.000	OK				
chr10	27077591	27077711	ANKRD26_exon_8	ANKRD26	23	1341.9	1341.9	1.000	1.000	1.000	OK				
chr10	27079050	27079170	ANKRD26_exon_7	ANKRD26	23	948.6	948.6	1.000	1.000	1.000	OK				
chr10	27082718	27082838	ANKRD26_exon_6	ANKRD26	23	455.6	455.6	1.000	1.000	1.000	OK				
chr10	27086494	27086614	ANKRD26_exon_5	ANKRD26	23	168.8	168.8	1.000	1.000	1.000	OK				
chr10	27092397	27092517	ANKRD26_exon_4	ANKRD26	23	751.9	751.9	1.000	1.000	1.000	OK				
chr10	27093347	27093521	ANKRD26_exon_3	ANKRD26	23	1323.7	1323.7	1.000	1.000	1.000	OK				
chr10	27093680	27093800	ANKRD26_exon_2	ANKRD26	23	997.8	997.8	1.000	1.000	1.000	OK				
chr10	27100326	27100510	ANKRD26_5UTR	ANKRD26_5UTR	23	1198.4	1198.4	1.000	0.999	1.000	OK				
chr10	87863623	87864547	PTEN_exon_1	PTEN	23	998.3	995.1	0.993	0.980	0.998	OK				
chr10	87894005	87894125	PTEN_exon_2	PTEN	23	746.3	746.3	1.000	0.998	1.000	OK				
chr10	87925474	87925594	PTEN_exon_3	PTEN	23	153.9	153.9	1.000	1.000	1.000	OK				
chr10	87931032	87931152	PTEN_exon_4	PTEN	23	759.1	759.1	1.000	1.000	1.000	OK				
chr10	87933011	87933250	PTEN_exon_5	PTEN	23	1393.0	1361.8	0.949	0.872	0.985	OK				
chr10	87952116	87952258	PTEN_exon_6	PTEN	23	928.8	926.8	0.997	0.985	1.000	OK				
chr10	87957851	87958018	PTEN_exon_7	PTEN	23	1199.7	1199.4	0.998	0.992	1.000	OK				
chr10	87960893	87961117	PTEN_exon_8	PTEN	23	1059.3	1057.4	0.996	0.968	0.999	OK				
chr10	87965285	87971929	PTEN_exon_9	PTEN	23	1333.4	1320.0	0.985	0.974	0.991	OK				
chr10	110567693	110567830	SMC3_exon_1	SMC3	23	892.7	892.5	1.000	0.998	1.000	OK				
chr10	110568900	110569020	SMC3_exon_2	SMC3	23	802.4	802.4	1.000	1.000	1.000	OK				
chr10	110573680	110573800	SMC3_exon_3	SMC3	23	618.0	618.0	1.000	1.000	1.000	OK				
chr10	110575303	110575423	SMC3_exon_4	SMC3	23	930.7	930.7	1.000	0.999	1.000	OK				
chr10	110577381	110577501	SMC3_exon_5	SMC3	23	900.6	900.6	1.000	1.000	1.000	OK				
chr10	110577808	110577928	SMC3_exon_6	SMC3	23	986.1	986.1	1.000	1.000	1.000	OK				
chr10	110578598	110578718	SMC3_exon_7	SMC3	23	934.5	934.5	1.000	1.000	1.000	OK				
chr10	110580901	110581021	SMC3_exon_8	SMC3	23	881.2	881.2	1.000	1.000	1.000	OK				
chr10	110581921	110582097	SMC3_exon_9	SMC3	23	1225.7	1225.7	1.000	1.000	1.000	OK				
chr10	110582543	110582663	SMC3_exon_10	SMC3	23	1102.2	1102.2	1.000	1.000	1.000	OK				
chr10	110583382	110583547	SMC3_exon_11	SMC3	23	1282.7	1282.7	1.000	1.000	1.000	OK				
chr10	110583840	110583960	SMC3_exon_12	SMC3	23	981.5	981.5	1.000	1.000	1.000	OK				
chr10	110584181	110584395	SMC3_exon_13	SMC3	23	1315.3	1315.3	1.000	1.000	1.000	OK				
chr10	110589598	110589718	SMC3_exon_14	SMC3	23	757.6	757.6	1.000	1.000	1.000	OK				
chr10	110589888	110590008	SMC3_exon_15	SMC3	23	1046.0	1046.0	1.000	1.000	1.000	OK				
chr10	110590410	110590571	SMC3_exon_16	SMC3	23	1406.2	1406.2	1.000	1.000	1.000	OK				
chr10	110590989	110591131	SMC3_exon_17	SMC3	23	1045.7	1045.7	1.000	1.000	1.000	OK				
chr10	110593071	110593222	SMC3_exon_18	SMC3	23	1227.8	1227.8	1.000	1.000	1.000	OK				
chr10	110596396	110596549	SMC3_exon_19	SMC3	23	925.9	925.9	1.000	1.000	1.000	OK				
chr10	110598137	110598289	SMC3_exon_20	SMC3	23	1126.4	1126.4	1.000	1.000	1.000	OK				
chr10	110599652	110599811	SMC3_exon_21	SMC3	23	1278.2	1278.2	1.000	1.000	1.000	OK				
chr10	110600431	110600551	SMC3_exon_22	SMC3	23	713.0	713.0	1.000	1.000	1.000	OK				
chr10	110601014	110601134	SMC3_exon_23	SMC3	23	1015.8	1015.8	1.000	1.000	1.000	OK				
chr10	110601635	110601883	SMC3_exon_24	SMC3	23	1305.8	1305.8	1.000	1.000	1.000	OK				
chr10	110601964	110602177	SMC3_exon_25	SMC3	23	1378.8	1378.8	1.000	0.999	1.000	OK				
chr10	110602472	110602664	SMC3_exon_26	SMC3	23	1392.8	1349.7	0.949	0.881	0.979	OK				
chr10	110602823	110603001	SMC3_exon_27	SMC3	23	1400.9	1345.2	0.926	0.850	0.971	OK				
chr10	110603175	110603295	SMC3_exon_28	SMC3	23	867.9	851.3	0.971	0.904	0.993	OK				
chr10	110604229	110606047	SMC3_exon_29	SMC3	23	819.4	819.3	1.000	0.999	1.000	OK				
chr11	532240	532521	HRAS_exon_6	HRAS	23	1510.3	1510.3	1.000	0.999	1.000	OK				
chr11	532631	532751	HRAS_exon_5	HRAS	23	1093.9	1093.7	1.000	1.000	1.000	OK				
chr11	533451	533611	HRAS_exon_4	HRAS	23	1327.2	1326.6	1.000	0.999	1.000	OK				
chr11	533764	533943	HRAS_exon_3	HRAS	23	1336.9	1336.9	1.000	0.999	1.000	OK				
chr11	534210	534374	HRAS_exon_2	HRAS	23	1116.8	1116.4	1.000	0.999	1.000	OK				
chr11	535414	535591	HRAS_exon_1	HRAS	23	148.4	148.4	1.000	1.000	1.000	OK				
chr11	14277920	14279423	RRAS2_exon_6	RRAS2	23	1318.4	1269.2	0.950	0.896	0.978	OK				
chr11	14281599	14281719	RRAS2_exon_5	RRAS2	23	1148.0	1145.8	0.995	0.978	0.999	OK				
chr11	14294463	14294583	RRAS2_exon_4	RRAS2	23	710.0	690.8	0.964	0.893	0.988	OK				
chr11	14294750	14294870	RRAS2_exon_3	RRAS2	23	918.9	918.9	1.000	0.999	1.000	OK				
