@HD	VN:1.6
@SQ	SN:chr1	LN:248956422
@SQ	SN:chr2	LN:242193529
@SQ	SN:chr3	LN:198295559
@SQ	SN:chr4	LN:190214555
@SQ	SN:chr5	LN:181538259
@SQ	SN:chr6	LN:170805979
@SQ	SN:chr7	LN:159345973
@SQ	SN:chr8	LN:145138636
@SQ	SN:chr9	LN:138394717
@SQ	SN:chr10	LN:133797422
@SQ	SN:chr11	LN:135086622
@SQ	SN:chr12	LN:133275309
@SQ	SN:chr13	LN:114364328
@SQ	SN:chr14	LN:107043718
@SQ	SN:chr15	LN:101991189
@SQ	SN:chr16	LN:90338345
@SQ	SN:chr17	LN:83257441
@SQ	SN:chr18	LN:80373285
@SQ	SN:chr19	LN:58617616
@SQ	SN:chr20	LN:64444167
@SQ	SN:chr21	LN:46709983
@SQ	SN:chr22	LN:50818468
@SQ	SN:chrX	LN:156040895
@SQ	SN:chrY	LN:57227415
Target	gc_bias	mappability	reptiming	Gene	on_target
chr9:20631575-20631694	0.358333333333333	NA	NA	.	TRUE
chr9:21967767-21967994	0.473684210526316	NA	NA	CDKN2A	TRUE
chr9:21967999-21968118	0.266666666666667	NA	NA	CDKN2A	TRUE
chr9:21968122-21968241	0.558333333333333	NA	NA	CDKN2A	TRUE
chr9:21970901-21971207	0.723127035830619	NA	NA	CDKN2A	TRUE
chr9:21974677-21974856	0.744444444444444	NA	NA	CDKN2A	TRUE
chr9:22002902-22003272	0.31266846361186	NA	NA	CDKN2B	TRUE
chr9:22003273-22003644	0.260752688172043	NA	NA	CDKN2B	TRUE
chr9:22003645-22004016	0.349462365591398	NA	NA	CDKN2B	TRUE
chr9:22004017-22004387	0.320754716981132	NA	NA	CDKN2B	TRUE
chr9:22004388-22004759	0.341397849462366	NA	NA	CDKN2B	TRUE
chr9:22004760-22005131	0.354838709677419	NA	NA	CDKN2B	TRUE
chr9:22005132-22005502	0.54177897574124	NA	NA	CDKN2B	TRUE
chr9:22005503-22005874	0.505376344086022	NA	NA	CDKN2B	TRUE
chr9:22005875-22006246	0.67741935483871	NA	NA	CDKN2B	TRUE
chr9:22008797-22009050	0.669291338582677	NA	NA	CDKN2B	TRUE
chr9:22009051-22009304	0.677165354330709	NA	NA	CDKN2B	TRUE
chr9:22072661-22072780	0.408333333333333	NA	NA	.	TRUE
chr9:22740243-22740362	0.325	NA	NA	.	TRUE
chr9:23404074-23404193	0.358333333333333	NA	NA	.	TRUE
chr9:24111186-24111305	0.383333333333333	NA	NA	.	TRUE
chr9:24898869-24898988	0.325	NA	NA	.	TRUE
chr9:25889672-25889791	0.391666666666667	NA	NA	.	TRUE
chr9:26565856-26565975	0.391666666666667	NA	NA	.	TRUE
chr9:27282556-27282675	0.525	NA	NA	REXO6P	TRUE
chr9:27985753-27985872	0.466666666666667	NA	NA	LINGO2	TRUE
chr9:29399073-29399192	0.383333333333333	NA	NA	.	TRUE
chr9:30085353-30085472	0.291666666666667	NA	NA	.	TRUE
chr9:31136896-31137015	0.341666666666667	NA	NA	.	TRUE
chr9:32182128-32182247	0.366666666666667	NA	NA	.	TRUE
chr9:32904863-32904982	0.366666666666667	NA	NA	APTX	TRUE
chr9:33775310-33775429	0.45	NA	NA	PRSS3	TRUE
chr9:34655380-34655499	0.525	NA	NA	IL11RA	TRUE
chr9:35682240-35682359	0.55	NA	NA	TPM2	TRUE
chr9:36374148-36374267	0.366666666666667	NA	NA	RNF38	TRUE
chr9:36833268-36833558	0.292096219931271	NA	NA	PAX5	TRUE
chr9:36833559-36833849	0.347079037800687	NA	NA	PAX5	TRUE
chr9:36833879-36834160	0.425531914893617	NA	NA	PAX5	TRUE
chr9:36834161-36834443	0.6113074204947	NA	NA	PAX5	TRUE
chr9:36834460-36834845	0.409326424870466	NA	NA	PAX5	TRUE
chr9:36834846-36835231	0.569948186528497	NA	NA	PAX5	TRUE
chr9:36835232-36835617	0.606217616580311	NA	NA	PAX5	TRUE
chr9:36835618-36836003	0.538860103626943	NA	NA	PAX5	TRUE
chr9:36836004-36836389	0.593264248704663	NA	NA	PAX5	TRUE
chr9:36836390-36836775	0.55440414507772	NA	NA	PAX5	TRUE
chr9:36836776-36837161	0.546632124352332	NA	NA	PAX5	TRUE
chr9:36837162-36837547	0.474093264248705	NA	NA	PAX5	TRUE
chr9:36837548-36837933	0.582901554404145	NA	NA	PAX5	TRUE
chr9:36837934-36838319	0.590673575129534	NA	NA	PAX5	TRUE
chr9:36838320-36838705	0.55440414507772	NA	NA	PAX5	TRUE
chr9:36838706-36839091	0.567357512953368	NA	NA	PAX5	TRUE
chr9:36839092-36839477	0.61139896373057	NA	NA	PAX5	TRUE
chr9:36839478-36839863	0.523316062176166	NA	NA	PAX5	TRUE
chr9:36839864-36840249	0.562176165803109	NA	NA	PAX5	TRUE
chr9:36840250-36840635	0.601036269430052	NA	NA	PAX5	TRUE
chr9:36846836-36846955	0.566666666666667	NA	NA	PAX5	TRUE
chr9:36881995-36882114	0.658333333333333	NA	NA	PAX5	TRUE
chr9:36923359-36923478	0.641666666666667	NA	NA	PAX5	TRUE
chr9:36966548-36966723	0.602272727272727	NA	NA	PAX5	TRUE
chr9:37002651-37002770	0.658333333333333	NA	NA	PAX5	TRUE
chr9:37006465-37006584	0.483333333333333	NA	NA	PAX5	TRUE
chr9:37014996-37015193	0.515151515151515	NA	NA	PAX5	TRUE
chr9:37020635-37020800	0.55421686746988	NA	NA	PAX5	TRUE
chr9:37033985-37034267	0.42756183745583	NA	NA	PAX5	TRUE
chr9:37081214-37081333	0.391666666666667	NA	NA	EBLN3P	TRUE
chr9:37782055-37782174	0.416666666666667	NA	NA	EXOSC3	TRUE
chr9:38445305-38445424	0.525	NA	NA	.	TRUE
chr9:39100282-39100401	0.283333333333333	NA	NA	CNTNAP3	TRUE
chr9:41673243-41673362	0.3	NA	NA	FAM242F	TRUE
chr9:66902268-66902387	0.483333333333333	NA	NA	ZNF658	TRUE
chr9:68401418-68401537	0.5	NA	NA	PGM5	TRUE
chr9:69097249-69097368	0.4	NA	NA	TJP2	TRUE
chr9:70011776-70011895	0.291666666666667	NA	NA	SMC5-DT	TRUE
chr9:70831067-70831186	0.333333333333333	NA	NA	TRPM3	TRUE
chr9:72250102-72250221	0.45	NA	NA	GDA	TRUE
chr9:72945899-72946018	0.291666666666667	NA	NA	ALDH1A1	TRUE
chr9:74671901-74672020	0.433333333333333	NA	NA	RORB	TRUE
chr9:75387923-75388042	0.341666666666667	NA	NA	.	TRUE
chr9:76091976-76092095	0.5	NA	NA	PCSK5	TRUE
chr9:76802863-76802982	0.341666666666667	NA	NA	.	TRUE
chr9:77522459-77522578	0.441666666666667	NA	NA	GNA14	TRUE
chr9:78533363-78533482	0.4	NA	NA	.	TRUE
chr9:79227008-79227127	0.358333333333333	NA	NA	.	TRUE
chr9:80315278-80315397	0.291666666666667	NA	NA	.	TRUE
chr9:81725876-81725995	0.375	NA	NA	TLE1-DT	TRUE
chr9:82514857-82514976	0.425	NA	NA	.	TRUE
chr9:83435278-83435397	0.466666666666667	NA	NA	FRMD3	TRUE
chr9:83968082-83968420	0.289085545722714	NA	NA	HNRNPK	TRUE
chr9:83968421-83968760	0.329411764705882	NA	NA	HNRNPK	TRUE
chr9:83968761-83969099	0.371681415929204	NA	NA	HNRNPK	TRUE
chr9:83969100-83969439	0.370588235294118	NA	NA	HNRNPK	TRUE
chr9:83970161-83970330	0.447058823529412	NA	NA	HNRNPK	TRUE
chr9:83970710-83970913	0.367647058823529	NA	NA	HNRNPK	TRUE
chr9:83971248-83971367	0.441666666666667	NA	NA	HNRNPK	TRUE
chr9:83971622-83971741	0.491666666666667	NA	NA	HNRNPK	TRUE
chr9:83971881-83972188	0.558441558441558	NA	NA	HNRNPK	TRUE
chr9:83972847-83972966	0.416666666666667	NA	NA	HNRNPK	TRUE
chr9:83973282-83973401	0.416666666666667	NA	NA	HNRNPK	TRUE
chr9:83973866-83973985	0.5	NA	NA	HNRNPK	TRUE
chr9:83974511-83974630	0.383333333333333	NA	NA	HNRNPK	TRUE
chr9:83975413-83975532	0.5	NA	NA	HNRNPK	TRUE
chr9:83976954-83977073	0.416666666666667	NA	NA	HNRNPK	TRUE
chr9:83977686-83977805	0.383333333333333	NA	NA	HNRNPK	TRUE
chr9:83978186-83978305	0.391666666666667	NA	NA	HNRNPK	TRUE
chr9:83978352-83978471	0.458333333333333	NA	NA	HNRNPK	TRUE
chr9:83980096-83980215	0.691666666666667	NA	NA	HNRNPK	TRUE
chr9:84587569-84587688	0.375	NA	NA	.	TRUE
chr9:85237967-85238086	0.333333333333333	NA	NA	.	TRUE
chr9:86079887-86080006	0.466666666666667	NA	NA	GOLM1	TRUE
chr9:87301305-87301424	0.341666666666667	NA	NA	.	TRUE
chr9:88264933-88265052	0.566666666666667	NA	NA	.	TRUE
chr9:88993075-88993194	0.358333333333333	NA	NA	S1PR3	TRUE
chr9:89675900-89676019	0.408333333333333	NA	NA	LINC03062	TRUE
chr9:90304803-90304922	0.508333333333333	NA	NA	LINC01508	TRUE
chr9:90974633-90974752	0.508333333333333	NA	NA	.	TRUE
chr9:93059450-93059569	0.483333333333333	NA	NA	SUSD3	TRUE
chr9:93777413-93777532	0.325	NA	NA	.	TRUE
chr9:94482954-94483073	0.266666666666667	NA	NA	.	TRUE
chr9:95189469-95189588	0.433333333333333	NA	NA	FANCC	TRUE
chr9:96228962-96229081	0.416666666666667	NA	NA	.	TRUE
chr9:97649679-97649798	0.341666666666667	NA	NA	NCBP1	TRUE
chr9:98335107-98335226	0.391666666666667	NA	NA	GABBR2	TRUE
chr9:99061032-99061151	0.375	NA	NA	COL15A1	TRUE
chr9:99870214-99870333	0.5	NA	NA	STX17-DT	TRUE
chr9:100782916-100783035	0.391666666666667	NA	NA	.	TRUE
chr9:101471477-101471596	0.333333333333333	NA	NA	.	TRUE
chr9:102403328-102403447	0.3	NA	NA	.	TRUE
chr9:103236532-103236651	0.383333333333333	NA	NA	LINC01492	TRUE
chr9:104313486-104313605	0.458333333333333	NA	NA	.	TRUE
chr9:104973467-104973586	0.516666666666667	NA	NA	CT70	TRUE
chr9:105692003-105692122	0.316666666666667	NA	NA	.	TRUE
chr9:106415231-106415350	0.541666666666667	NA	NA	LINC01505	TRUE
chr9:107072148-107072267	0.408333333333333	NA	NA	.	TRUE
chr9:107727431-107727550	0.441666666666667	NA	NA	.	TRUE
chr9:108841028-108841147	0.466666666666667	NA	NA	.	TRUE
chr9:109538031-109538150	0.375	NA	NA	PTPN3	TRUE
chr9:110204165-110204284	0.483333333333333	NA	NA	C9orf152	TRUE
chr9:110927989-110928108	0.291666666666667	NA	NA	LPAR1	TRUE
chr9:111655150-111655269	0.483333333333333	NA	NA	DNAJC25-GNG10	TRUE
chr9:112664975-112665094	0.316666666666667	NA	NA	KIAA1958	TRUE
chr9:113718508-113718627	0.533333333333333	NA	NA	.	TRUE
chr9:114693471-114693590	0.458333333333333	NA	NA	.	TRUE
chr9:115394182-115394301	0.375	NA	NA	DELEC1	TRUE
chr9:116170821-116170940	0.391666666666667	NA	NA	PAPPA	TRUE
chr9:117227826-117227945	0.375	NA	NA	ASTN2	TRUE
chr9:117921116-117921235	0.391666666666667	NA	NA	.	TRUE
chr9:118999274-118999393	0.308333333333333	NA	NA	.	TRUE
chr9:120096911-120097030	0.408333333333333	NA	NA	.	TRUE
chr9:120876927-120877046	0.675	NA	NA	PHF19	TRUE
chr9:121786981-121787100	0.666666666666667	NA	NA	.	TRUE
chr9:122615676-122615795	0.341666666666667	NA	NA	OR1Q1	TRUE
chr9:123435809-123435928	0.483333333333333	NA	NA	DENND1A	TRUE
chr9:124594090-124594209	0.333333333333333	NA	NA	NR6A1	TRUE
chr9:125273111-125273230	0.316666666666667	NA	NA	GAPVD1	TRUE
chr9:125967029-125967148	0.283333333333333	NA	NA	PBX3	TRUE
chr9:127096180-127096299	0.525	NA	NA	ANGPTL2	TRUE
chr9:128431327-128431446	0.491666666666667	NA	NA	CERCAM	TRUE
chr9:129438715-129438834	0.591666666666667	NA	NA	.	TRUE
chr9:130157270-130157389	0.608333333333333	NA	NA	.	TRUE
chr9:131082313-131082432	0.558333333333333	NA	NA	LAMC3	TRUE
chr9:132162364-132162483	0.583333333333333	NA	NA	NTNG2	TRUE
chr9:132888635-132888754	0.441666666666667	NA	NA	SPACA9	TRUE
chr9:133538755-133538874	0.6	NA	NA	ADAMTSL2	TRUE
chr9:134936745-134936864	0.4	NA	NA	.	TRUE
chr9:135637872-135637991	0.391666666666667	NA	NA	GLT6D1	TRUE
chr9:136494432-136494791	0.477777777777778	NA	NA	NOTCH1	TRUE
chr9:136494793-136495032	0.566666666666667	NA	NA	NOTCH1	TRUE
chr9:136495033-136495272	0.625	NA	NA	NOTCH1	TRUE
chr9:136495274-136495513	0.4375	NA	NA	NOTCH1	TRUE
chr9:136495514-136495753	0.5	NA	NA	NOTCH1	TRUE
chr9:136495755-136495994	0.304166666666667	NA	NA	NOTCH1	TRUE
chr9:136495995-136496234	0.6625	NA	NA	NOTCH1	TRUE
chr9:136496236-136496475	0.7	NA	NA	NOTCH1	TRUE
chr9:136496476-136496715	0.641666666666667	NA	NA	NOTCH1	TRUE
chr9:136496717-136496956	0.666666666666667	NA	NA	NOTCH1	TRUE
chr9:136496957-136497196	0.7	NA	NA	NOTCH1	TRUE
chr9:136497198-136497557	0.672222222222222	NA	NA	NOTCH1	TRUE
chr9:136498895-136499014	0.566666666666667	NA	NA	NOTCH1	TRUE
chr9:136499111-136499258	0.641891891891892	NA	NA	NOTCH1	TRUE
chr9:136500551-136500846	0.675675675675676	NA	NA	NOTCH1	TRUE
chr9:136501747-136501912	0.668674698795181	NA	NA	NOTCH1	TRUE
chr9:136501995-136502114	0.608333333333333	NA	NA	NOTCH1	TRUE
chr9:136502271-136502487	0.682027649769585	NA	NA	NOTCH1	TRUE
chr9:136503181-136503329	0.630872483221476	NA	NA	NOTCH1	TRUE
chr9:136504672-136504887	0.703703703703704	NA	NA	NOTCH1	TRUE
chr9:136504888-136505103	0.680555555555556	NA	NA	NOTCH1	TRUE
chr9:136505309-136505594	0.65034965034965	NA	NA	NOTCH1	TRUE
chr9:136505595-136505880	0.678321678321678	NA	NA	NOTCH1	TRUE
chr9:136506522-136506641	0.666666666666667	NA	NA	NOTCH1	TRUE
chr9:136506715-136506972	0.647286821705426	NA	NA	NOTCH1	TRUE
chr9:136507304-136507436	0.676691729323308	NA	NA	NOTCH1	TRUE
chr9:136507954-136508138	0.67027027027027	NA	NA	NOTCH1	TRUE
chr9:136508231-136508384	0.655844155844156	NA	NA	NOTCH1	TRUE
chr9:136508869-136509070	0.648514851485149	NA	NA	NOTCH1	TRUE
chr9:136509732-136509960	0.641921397379913	NA	NA	NOTCH1	TRUE
chr9:136510652-136510804	0.679738562091503	NA	NA	NOTCH1	TRUE
chr9:136511151-136511270	0.666666666666667	NA	NA	NOTCH1	TRUE
chr9:136513017-136513136	0.566666666666667	NA	NA	NOTCH1	TRUE
chr9:136513391-136513536	0.568493150684932	NA	NA	NOTCH1	TRUE
chr9:136514509-136514701	0.642487046632124	NA	NA	NOTCH1	TRUE
chr9:136515284-136515403	0.616666666666667	NA	NA	NOTCH1	TRUE
chr9:136515482-136515715	0.675213675213675	NA	NA	NOTCH1	TRUE
chr9:136515977-136516096	0.591666666666667	NA	NA	NOTCH1	TRUE
chr9:136517268-136517387	0.616666666666667	NA	NA	NOTCH1	TRUE
chr9:136517751-136517936	0.639784946236559	NA	NA	NOTCH1	TRUE
chr9:136518136-136518291	0.641025641025641	NA	NA	NOTCH1	TRUE
chr9:136518590-136518823	0.61965811965812	NA	NA	NOTCH1	TRUE
chr9:136519443-136519562	0.575	NA	NA	NOTCH1	TRUE
chr9:136522849-136523187	0.705014749262537	NA	NA	NOTCH1	TRUE
chr9:136523716-136523978	0.695817490494297	NA	NA	NOTCH1	TRUE
chr9:136544017-136544136	0.641666666666667	NA	NA	NOTCH1	TRUE
chr9:136545725-136546047	0.823529411764706	NA	NA	NOTCH1	TRUE
chr9:136663715-136663834	0.566666666666667	NA	NA	EGFL7	TRUE
chr9:138117260-138117379	0.641666666666667	NA	NA	CACNA1B	TRUE
chr10:970602-970721	0.416666666666667	NA	NA	LARP4B	TRUE
chr10:1704699-1704818	0.383333333333333	NA	NA	ADARB2	TRUE
chr10:2698667-2698786	0.316666666666667	NA	NA	.	TRUE
chr10:3980978-3981097	0.325	NA	NA	.	TRUE
chr10:4977708-4977827	0.508333333333333	NA	NA	AKR1C1	TRUE
chr10:6491856-6491975	0.408333333333333	NA	NA	.	TRUE
chr10:7157033-7157152	0.366666666666667	NA	NA	.	TRUE
chr10:7984587-7984706	0.366666666666667	NA	NA	TAF3	TRUE
chr10:8733871-8733990	0.341666666666667	NA	NA	.	TRUE
chr10:10019761-10019880	0.283333333333333	NA	NA	.	TRUE
chr10:11111224-11111343	0.316666666666667	NA	NA	CELF2	TRUE
chr10:11772388-11772507	0.45	NA	NA	.	TRUE
chr10:12538531-12538650	0.45	NA	NA	CAMK1D	TRUE
chr10:13321577-13321696	0.358333333333333	NA	NA	SEPHS1	TRUE
chr10:14547828-14547947	0.441666666666667	NA	NA	FAM107B	TRUE
chr10:15236226-15236345	0.325	NA	NA	FAM171A1	TRUE
chr10:15946844-15946963	0.475	NA	NA	.	TRUE
chr10:17099333-17099452	0.35	NA	NA	CUBN	TRUE
chr10:17785941-17786060	0.391666666666667	NA	NA	TMEM236	TRUE
chr10:18340615-18340734	0.491666666666667	NA	NA	CACNB2	TRUE
chr10:19077462-19077581	0.35	NA	NA	MALRD1	TRUE
chr10:19830681-19830800	0.441666666666667	NA	NA	PLXDC2	TRUE
chr10:20826344-20826463	0.283333333333333	NA	NA	NEBL	TRUE
chr10:21681089-21681208	0.333333333333333	NA	NA	MLLT10	TRUE
chr10:23110565-23110684	0.316666666666667	NA	NA	.	TRUE
chr10:24149012-24149131	0.375	NA	NA	KIAA1217	TRUE
chr10:24867654-24867773	0.325	NA	NA	.	TRUE
chr10:25652703-25652822	0.416666666666667	NA	NA	LINC00836	TRUE
chr10:26359613-26359732	0.275	NA	NA	.	TRUE
chr10:27004115-27004435	0.274143302180685	NA	NA	ANKRD26	TRUE
chr10:27004436-27004757	0.360248447204969	NA	NA	ANKRD26	TRUE
chr10:27004758-27005078	0.339563862928349	NA	NA	ANKRD26	TRUE
chr10:27005079-27005400	0.322981366459627	NA	NA	ANKRD26	TRUE
chr10:27005401-27005722	0.285714285714286	NA	NA	ANKRD26	TRUE
chr10:27006897-27007016	0.308333333333333	NA	NA	ANKRD26	TRUE
chr10:27012881-27013109	0.419213973799127	NA	NA	ANKRD26	TRUE
chr10:27014493-27014710	0.311926605504587	NA	NA	ANKRD26	TRUE
chr10:27017501-27017791	0.336769759450172	NA	NA	ANKRD26	TRUE
chr10:27028829-27028948	0.341666666666667	NA	NA	ANKRD26	TRUE
chr10:27029262-27029381	0.375	NA	NA	ANKRD26	TRUE
chr10:27033224-27033376	0.352941176470588	NA	NA	ANKRD26	TRUE
chr10:27034795-27035113	0.351097178683386	NA	NA	ANKRD26	TRUE
chr10:27035114-27035432	0.369905956112853	NA	NA	ANKRD26	TRUE
chr10:27035433-27035751	0.335423197492163	NA	NA	ANKRD26	TRUE
chr10:27037185-27037322	0.405797101449275	NA	NA	ANKRD26	TRUE
chr10:27037870-27038053	0.347826086956522	NA	NA	ANKRD26	TRUE
chr10:27039964-27040177	0.327102803738318	NA	NA	ANKRD26	TRUE
chr10:27043425-27043566	0.387323943661972	NA	NA	ANKRD26	TRUE
chr10:27046352-27046522	0.43859649122807	NA	NA	ANKRD26	TRUE
chr10:27048800-27048978	0.346368715083799	NA	NA	ANKRD26	TRUE
chr10:27053319-27053438	0.366666666666667	NA	NA	ANKRD26	TRUE
chr10:27060308-27060427	0.358333333333333	NA	NA	ANKRD26	TRUE
chr10:27060509-27060628	0.316666666666667	NA	NA	ANKRD26	TRUE
chr10:27061126-27061245	0.383333333333333	NA	NA	ANKRD26	TRUE
chr10:27063979-27064098	0.366666666666667	NA	NA	ANKRD26	TRUE
chr10:27066465-27066584	0.358333333333333	NA	NA	ANKRD26	TRUE
chr10:27067161-27067280	0.316666666666667	NA	NA	ANKRD26	TRUE
chr10:27077337-27077539	0.41871921182266	NA	NA	ANKRD26	TRUE
chr10:27077592-27077711	0.35	NA	NA	ANKRD26	TRUE
chr10:27079051-27079170	0.408333333333333	NA	NA	ANKRD26	TRUE
chr10:27082719-27082838	0.35	NA	NA	ANKRD26	TRUE
chr10:27092398-27092517	0.341666666666667	NA	NA	ANKRD26	TRUE
chr10:27093348-27093521	0.408045977011494	NA	NA	ANKRD26	TRUE
chr10:27093681-27093800	0.483333333333333	NA	NA	ANKRD26	TRUE
chr10:27155340-27155459	0.666666666666667	NA	NA	MASTL	TRUE
chr10:27877509-27877628	0.333333333333333	NA	NA	ODAD2	TRUE
chr10:28904027-28904146	0.308333333333333	NA	NA	.	TRUE
chr10:29939603-29939722	0.316666666666667	NA	NA	.	TRUE
chr10:30893920-30894039	0.308333333333333	NA	NA	ZNF438	TRUE
chr10:31686076-31686195	0.408333333333333	NA	NA	MACORIS	TRUE
chr10:32397556-32397675	0.341666666666667	NA	NA	.	TRUE
chr10:33102869-33102988	0.475	NA	NA	.	TRUE
chr10:34167992-34168111	0.283333333333333	NA	NA	PARD3	TRUE
chr10:34931606-34931725	0.325	NA	NA	.	TRUE
chr10:36425777-36425896	0.408333333333333	NA	NA	.	TRUE
chr10:37401256-37401375	0.416666666666667	NA	NA	.	TRUE
chr10:38249784-38249903	0.35	NA	NA	.	TRUE
chr10:42337625-42337744	0.333333333333333	NA	NA	.	TRUE
chr10:43238099-43238218	0.575	NA	NA	RASGEF1A	TRUE
chr10:44278449-44278568	0.4	NA	NA	.	TRUE
chr10:44988801-44988920	0.5	NA	NA	RASSF4	TRUE
chr10:45750793-45750912	0.641666666666667	NA	NA	WASHC2C	TRUE
chr10:45975054-45975173	0.341666666666667	NA	NA	TIMM23	TRUE
chr10:47158928-47159047	0.566666666666667	NA	NA	.	TRUE
chr10:48341152-48341271	0.316666666666667	NA	NA	MAPK8	TRUE
chr10:49354684-49354803	0.583333333333333	NA	NA	.	TRUE
chr10:50343888-50344007	0.5	NA	NA	SGMS1	TRUE
chr10:51053719-51053838	0.308333333333333	NA	NA	PRKG1	TRUE
chr10:52066863-52066982	0.325	NA	NA	PRKG1	TRUE
chr10:53095800-53095919	0.325	NA	NA	.	TRUE
chr10:53717376-53717495	0.325	NA	NA	.	TRUE
chr10:54464778-54464897	0.333333333333333	NA	NA	PCDH15	TRUE
chr10:55126964-55127083	0.416666666666667	NA	NA	PCDH15	TRUE
chr10:55837803-55837922	0.291666666666667	NA	NA	.	TRUE
chr10:56806248-56806367	0.358333333333333	NA	NA	.	TRUE
chr10:57607375-57607494	0.391666666666667	NA	NA	.	TRUE
chr10:58347016-58347135	0.458333333333333	NA	NA	UBE2D1	TRUE
chr10:59346985-59347104	0.366666666666667	NA	NA	FAM13C	TRUE
chr10:60131120-60131239	0.333333333333333	NA	NA	ANK3	TRUE
chr10:60893046-60893165	0.35	NA	NA	RHOBTB1	TRUE
chr10:61563536-61563655	0.35	NA	NA	.	TRUE
chr10:62471921-62472040	0.391666666666667	NA	NA	ZNF365	TRUE
chr10:63077759-63077878	0.375	NA	NA	.	TRUE
chr10:63920665-63920784	0.416666666666667	NA	NA	.	TRUE
chr10:64653103-64653222	0.366666666666667	NA	NA	.	TRUE
chr10:65896663-65896782	0.358333333333333	NA	NA	.	TRUE
chr10:67151277-67151396	0.308333333333333	NA	NA	CTNNA3	TRUE
chr10:68174442-68174561	0.566666666666667	NA	NA	MYPN	TRUE
chr10:68994345-68994464	0.325	NA	NA	KIFBP	TRUE
chr10:70426709-70426828	0.358333333333333	NA	NA	EIF4EBP2	TRUE
chr10:71175446-71175565	0.408333333333333	NA	NA	.	TRUE
chr10:71796110-71796229	0.591666666666667	NA	NA	CDH23	TRUE
chr10:72495174-72495293	0.3	NA	NA	MICU1	TRUE
chr10:74289774-74289893	0.325	NA	NA	ADK	TRUE
chr10:75524557-75524676	0.45	NA	NA	LRMDA	TRUE
chr10:76238738-76238857	0.308333333333333	NA	NA	LRMDA	TRUE
chr10:77250207-77250326	0.441666666666667	NA	NA	KCNMA1	TRUE
chr10:78115393-78115512	0.45	NA	NA	.	TRUE
chr10:78718824-78718943	0.475	NA	NA	.	TRUE
chr10:79468141-79468260	0.541666666666667	NA	NA	.	TRUE
chr10:80664312-80664431	0.466666666666667	NA	NA	.	TRUE
chr10:81278450-81278569	0.35	NA	NA	.	TRUE
chr10:82122946-82123065	0.358333333333333	NA	NA	NRG3	TRUE
chr10:82739519-82739638	0.416666666666667	NA	NA	NRG3	TRUE
chr10:83806839-83806958	0.491666666666667	NA	NA	.	TRUE
chr10:84536806-84536925	0.466666666666667	NA	NA	.	TRUE
chr10:85529134-85529253	0.508333333333333	NA	NA	.	TRUE
chr10:86199995-86200114	0.508333333333333	NA	NA	GRID1	TRUE
chr10:87015928-87016047	0.583333333333333	NA	NA	.	TRUE
chr10:87863624-87863931	0.707792207792208	NA	NA	PTEN	TRUE
chr10:87863932-87864239	0.733766233766234	NA	NA	PTEN	TRUE
chr10:87864240-87864547	0.584415584415584	NA	NA	PTEN	TRUE
chr10:87894006-87894125	0.341666666666667	NA	NA	PTEN	TRUE
chr10:87931033-87931152	0.35	NA	NA	PTEN	TRUE
chr10:87933012-87933250	0.401673640167364	NA	NA	PTEN	TRUE
chr10:87952117-87952258	0.408450704225352	NA	NA	PTEN	TRUE
chr10:87957852-87958018	0.437125748502994	NA	NA	PTEN	TRUE
chr10:87960894-87961117	0.334821428571429	NA	NA	PTEN	TRUE
chr10:87965286-87965662	0.360742705570292	NA	NA	PTEN	TRUE
chr10:87965663-87966040	0.386243386243386	NA	NA	PTEN	TRUE
chr10:87966041-87966417	0.355437665782493	NA	NA	PTEN	TRUE
chr10:87966418-87966795	0.301587301587302	NA	NA	PTEN	TRUE
chr10:87966796-87967173	0.304232804232804	NA	NA	PTEN	TRUE
chr10:87967174-87967550	0.294429708222812	NA	NA	PTEN	TRUE
chr10:87967551-87967928	0.291005291005291	NA	NA	PTEN	TRUE
chr10:87967929-87968306	0.365079365079365	NA	NA	PTEN	TRUE
chr10:87968307-87968683	0.392572944297082	NA	NA	PTEN	TRUE
chr10:87968684-87969061	0.298941798941799	NA	NA	PTEN	TRUE
chr10:87969062-87969439	0.288359788359788	NA	NA	PTEN	TRUE
chr10:87969557-87969885	0.319148936170213	NA	NA	PTEN	TRUE
chr10:87969886-87970215	0.33030303030303	NA	NA	PTEN	TRUE
chr10:87970216-87970544	0.328267477203647	NA	NA	PTEN	TRUE
chr10:87970545-87970874	0.303030303030303	NA	NA	PTEN	TRUE
chr10:87970875-87971204	0.26969696969697	NA	NA	PTEN	TRUE
chr10:87971234-87971581	0.362068965517241	NA	NA	PTEN	TRUE
chr10:87971582-87971929	0.293103448275862	NA	NA	PTEN	TRUE
chr10:89024939-89025058	0.4	NA	NA	FAS	TRUE
chr10:90039214-90039333	0.325	NA	NA	LINC01374	TRUE
chr10:90833984-90834103	0.35	NA	NA	HTR7	TRUE
chr10:91731245-91731364	0.316666666666667	NA	NA	.	TRUE
chr10:93456807-93456926	0.325	NA	NA	MYOF	TRUE
chr10:94133236-94133355	0.516666666666667	NA	NA	PLCE1	TRUE
chr10:94872437-94872556	0.35	NA	NA	.	TRUE
chr10:95557524-95557643	0.533333333333333	NA	NA	SORBS1	TRUE
chr10:96621630-96621749	0.541666666666667	NA	NA	.	TRUE
chr10:97825604-97825723	0.575	NA	NA	GOLGA7B-DT	TRUE
