chrom	start	end	name	gene	n_probes	span_bp	covered_bp	span_ratio
chr10	110590989	110591131	SMC3_exon_17	SMC3	2	142	240	0.59
chr10	110593071	110593222	SMC3_exon_18	SMC3	2	151	240	0.63
chr10	110596396	110596549	SMC3_exon_19	SMC3	2	153	240	0.64
chr10	110598137	110598289	SMC3_exon_20	SMC3	2	152	240	0.63
chr10	110599652	110599811	SMC3_exon_21	SMC3	2	159	240	0.66
chr10	110600431	110600551	SMC3_exon_22	SMC3	1	120	120	1.0
chr10	110601014	110601134	SMC3_exon_23	SMC3	1	120	120	1.0
chr10	110601635	110601883	SMC3_exon_24	SMC3	2	248	240	1.03
chr10	110601964	110602177	SMC3_exon_25	SMC3	2	213	240	0.89
chr10	110602472	110602664	SMC3_exon_26	SMC3	2	192	240	0.8
chr10	110602823	110603001	SMC3_exon_27	SMC3	2	178	240	0.74
chr10	110603175	110603295	SMC3_exon_28	SMC3	1	120	120	1.0
chr10	110604229	110606047	SMC3_exon_29	SMC3	14	1818	1680	1.08
chr11	532240	532521	HRAS_exon_6	HRAS	3	281	360	0.78
chr11	532631	532751	HRAS_exon_5	HRAS	1	120	120	1.0
chr11	533451	533611	HRAS_exon_4	HRAS	2	160	240	0.67
chr11	533764	533943	HRAS_exon_3	HRAS	2	179	240	0.75
chr11	534210	534374	HRAS_exon_2	HRAS	2	164	240	0.68
chr11	535414	535591	HRAS_exon_1	HRAS	2	177	240	0.74
chr11	14277920	14279423	RRAS2_exon_6	RRAS2	13	1503	1560	0.96
chr11	14281599	14281719	RRAS2_exon_5	RRAS2	1	120	120	1.0
chr11	14294463	14294583	RRAS2_exon_4	RRAS2	1	120	120	1.0
chr11	14294750	14294870	RRAS2_exon_3	RRAS2	1	120	120	1.0
chr11	14295749	14295869	RRAS2_exon_2	RRAS2	1	120	120	1.0
chr11	14358761	14359182	RRAS2_exon_1	RRAS2	4	421	480	0.88
chr11	32387773	32389178	WT1_exon_10	WT1	12	1405	1440	0.98
chr11	32391964	32392084	WT1_exon_9	WT1	1	120	120	1.0
chr11	32392649	32392769	WT1_exon_8	WT1	1	120	120	1.0
chr11	32396255	32396406	WT1_exon_7	WT1	2	151	240	0.63
chr11	32399947	32400067	WT1_exon_6	WT1	1	120	120	1.0
chr11	32416456	32416576	WT1_exon_5	WT1	1	120	120	1.0
chr11	32417542	32417662	WT1_exon_4	WT1	1	120	120	1.0
chr11	32427947	32428067	WT1_exon_3	WT1	1	120	120	1.0
chr11	32428496	32428616	WT1_exon_2	WT1	1	120	120	1.0
chr11	32434698	32435538	WT1_exon_1	WT1	7	840	840	1.0
chr11	64764604	64766154	SF1_exon_13	SF1	13	1550	1560	0.99
chr11	64766898	64767078	SF1_exon_12	SF1	2	180	240	0.75
chr11	64767175	64767295	SF1_exon_11	SF1	1	120	120	1.0
chr11	64767569	64767843	SF1_exon_10	SF1	3	274	360	0.76
chr11	64768104	64768285	SF1_exon_9	SF1	2	181	240	0.75
chr11	64769014	64769134	SF1_exon_8	SF1	1	120	120	1.0
chr11	64769219	64769339	SF1_exon_7	SF1	1	120	120	1.0
chr11	64769424	64769608	SF1_exon_6	SF1	2	184	240	0.77
chr11	64769960	64770080	SF1_exon_5	SF1	1	120	120	1.0
chr11	64770254	64770407	SF1_exon_4	SF1	2	153	240	0.64
chr11	64773411	64773531	SF1_exon_3	SF1	1	120	120	1.0
chr11	64776500	64776620	SF1_exon_2	SF1	1	120	120	1.0
chr11	64778360	64778541	SF1_exon_1	SF1	2	181	240	0.75
chr11	86244751	86245342	EED_exon_1	EED	5	591	600	0.98
chr11	86250294	86250447	EED_exon_2	EED	2	153	240	0.64
chr11	86252144	86252264	EED_exon_3	EED	1	120	120	1.0
chr11	86255184	86255304	EED_exon_4	EED	1	120	120	1.0
chr11	86256388	86256508	EED_exon_5	EED	1	120	120	1.0
chr11	86257508	86257628	EED_exon_6	EED	1	120	120	1.0
chr11	86264170	86264290	EED_exon_7	EED	1	120	120	1.0
chr11	86266081	86266215	EED_exon_8	EED	2	134	240	0.56
chr11	86268447	86268567	EED_exon_9	EED	1	120	120	1.0
chr11	86276978	86277137	EED_exon_10	EED	2	159	240	0.66
chr11	86277916	86278036	EED_exon_11	EED	1	120	120	1.0
chr11	86278397	86278809	EED_exon_12	EED	4	412	480	0.86
chr11	102317451	102317571	BIRC3_exon_1	BIRC3	1	120	120	1.0
chr11	102321835	102325361	BIRC3_exon_2	BIRC3	30	3526	3600	0.98
chr11	102325446	102325566	BIRC3_exon_3	BIRC3	1	120	120	1.0
chr11	102328049	102328169	BIRC3_exon_4	BIRC3	1	120	120	1.0
chr11	102328890	102329010	BIRC3_exon_5	BIRC3	1	120	120	1.0
chr11	102330997	102331240	BIRC3_exon_6	BIRC3	2	243	240	1.01
chr11	102335964	102336219	BIRC3_exon_7	BIRC3	3	255	360	0.71
chr11	102336697	102336817	BIRC3_exon_8	BIRC3	1	120	120	1.0
chr11	102336907	102339402	BIRC3_exon_9	BIRC3	20	2495	2400	1.04
chr11	108223065	108223185	ATM_exon_1	ATM	1	120	120	1.0
chr11	108227588	108227708	ATM_exon_2	ATM	1	120	120	1.0
chr11	108227770	108227890	ATM_exon_3	ATM	1	120	120	1.0
chr11	108229176	108229322	ATM_exon_4	ATM	2	146	240	0.61
chr11	108235668	108235833	ATM_exon_5	ATM	2	165	240	0.69
chr11	108243951	108244117	ATM_exon_6	ATM	2	166	240	0.69
chr11	108244786	108245025	ATM_exon_7	ATM	2	239	240	1.0
chr11	108246962	108247126	ATM_exon_8	ATM	2	164	240	0.68
chr11	108248931	108249101	ATM_exon_9	ATM	2	170	240	0.71
chr11	108250699	108251071	ATM_exon_10	ATM	4	372	480	0.78
chr11	108251835	108252030	ATM_exon_11	ATM	2	195	240	0.81
chr11	108252802	108252922	ATM_exon_12	ATM	1	120	120	1.0
chr11	108253812	108254038	ATM_exon_13	ATM	2	226	240	0.94
chr11	108256216	108256336	ATM_exon_14	ATM	1	120	120	1.0
chr11	108257482	108257602	ATM_exon_15	ATM	1	120	120	1.0
chr11	108258981	108259101	ATM_exon_16	ATM	1	120	120	1.0
chr11	108267169	108267341	ATM_exon_17	ATM	2	172	240	0.72
chr11	108268408	108268608	ATM_exon_18	ATM	2	200	240	0.83
chr11	108271027	108271147	ATM_exon_19	ATM	1	120	120	1.0
chr11	108271249	108271405	ATM_exon_20	ATM	2	156	240	0.65
chr11	108272519	108272639	ATM_exon_21	ATM	1	120	120	1.0
chr11	108272725	108272845	ATM_exon_22	ATM	1	120	120	1.0
chr11	108279488	108279608	ATM_exon_23	ATM	1	120	120	1.0
chr11	108280993	108281167	ATM_exon_24	ATM	2	174	240	0.72
chr11	108282708	108282878	ATM_exon_25	ATM	2	170	240	0.71
chr11	108284225	108284472	ATM_exon_26	ATM	2	247	240	1.03
chr11	108287596	108287716	ATM_exon_27	ATM	1	120	120	1.0
chr11	108288978	108289098	ATM_exon_28	ATM	1	120	120	1.0
chr11	108289600	108289800	ATM_exon_29	ATM	2	200	240	0.83
chr11	108292617	108292792	ATM_exon_30	ATM	2	175	240	0.73
chr11	108293311	108293476	ATM_exon_31	ATM	2	165	240	0.69
chr11	108294925	108295058	ATM_exon_32	ATM	2	133	240	0.55
chr11	108297285	108297405	ATM_exon_33	ATM	1	120	120	1.0
chr11	108299712	108299884	ATM_exon_34	ATM	2	172	240	0.72
chr11	108301646	108301788	ATM_exon_35	ATM	2	142	240	0.59
chr11	108302851	108303028	ATM_exon_36	ATM	2	177	240	0.74
chr11	108304673	108304851	ATM_exon_37	ATM	2	178	240	0.74
chr11	108307865	108307985	ATM_exon_38	ATM	1	120	120	1.0
chr11	108310158	108310314	ATM_exon_39	ATM	2	156	240	0.65
chr11	108312393	108312513	ATM_exon_40	ATM	1	120	120	1.0
chr11	108315803	108315923	ATM_exon_41	ATM	1	120	120	1.0
chr11	108316009	108316129	ATM_exon_42	ATM	1	120	120	1.0
chr11	108317371	108317520	ATM_exon_43	ATM	2	149	240	0.62
chr11	108319944	108320064	ATM_exon_44	ATM	1	120	120	1.0
chr11	108321299	108321419	ATM_exon_45	ATM	1	120	120	1.0
chr11	108325308	108325543	ATM_exon_46	ATM	2	235	240	0.98
chr11	108326056	108326224	ATM_exon_47	ATM	2	168	240	0.7
chr11	108327640	108327760	ATM_exon_48	ATM	1	120	120	1.0
chr11	108329019	108329237	ATM_exon_49	ATM	2	218	240	0.91
chr11	108330212	108330420	ATM_exon_50	ATM	2	208	240	0.87
chr11	108331439	108331559	ATM_exon_51	ATM	1	120	120	1.0
chr11	108331877	108332036	ATM_exon_52	ATM	2	159	240	0.66
chr11	108332760	108332899	ATM_exon_53	ATM	2	139	240	0.58
chr11	108333850	108333970	ATM_exon_54	ATM	1	120	120	1.0
chr11	108334967	108335108	ATM_exon_55	ATM	2	141	240	0.59
chr11	108335841	108335961	ATM_exon_56	ATM	1	120	120	1.0
chr11	108343220	108343370	ATM_exon_57	ATM	2	150	240	0.62
chr11	108345741	108345907	ATM_exon_58	ATM	2	166	240	0.69
chr11	108347251	108347371	ATM_exon_59	ATM	1	120	120	1.0
chr11	108353761	108353881	ATM_exon_60	ATM	1	120	120	1.0
chr11	108354755	108354875	ATM_exon_61	ATM	1	120	120	1.0
chr11	108365080	108365217	ATM_exon_62	ATM	2	137	240	0.57
chr11	108365323	108369101	ATM_exon_63	ATM	27	3778	3240	1.17
chr11	118436490	118436943	KMT2A_exon_1	KMT2A	4	453	480	0.94
chr11	118468762	118468882	KMT2A_exon_2	KMT2A	1	120	120	1.0
chr11	118471660	118474314	KMT2A_exon_3	KMT2A	23	2654	2760	0.96
chr11	118476803	118476981	KMT2A_exon_4	KMT2A	2	178	240	0.74
chr11	118477965	118478200	KMT2A_exon_5	KMT2A	2	235	240	0.98
chr11	118480158	118480278	KMT2A_exon_6	KMT2A	1	120	120	1.0
chr11	118481713	118482091	KMT2A_exon_7	KMT2A	4	378	480	0.79
chr11	118482419	118482539	KMT2A_exon_8	KMT2A	1	120	120	1.0
chr11	118484181	118484313	KMT2A_exon_9	KMT2A	2	132	240	0.55
chr11	118484857	118484977	KMT2A_exon_10	KMT2A	1	120	120	1.0
chr11	118488612	118488759	KMT2A_exon_11	KMT2A	2	147	240	0.61
chr11	118489787	118489907	KMT2A_exon_12	KMT2A	1	120	120	1.0
chr11	118490127	118490247	KMT2A_exon_13	KMT2A	1	120	120	1.0
chr11	118491195	118491315	KMT2A_exon_14	KMT2A	1	120	120	1.0
chr11	118491742	118491927	KMT2A_exon_15	KMT2A	2	185	240	0.77
chr11	118493055	118493229	KMT2A_exon_16	KMT2A	2	174	240	0.72
chr11	118494281	118494401	KMT2A_exon_17	KMT2A	1	120	120	1.0
chr11	118494690	118494810	KMT2A_exon_18	KMT2A	1	120	120	1.0
chr11	118495698	118495892	KMT2A_exon_19	KMT2A	2	194	240	0.81
chr11	118496252	118496372	KMT2A_exon_20	KMT2A	1	120	120	1.0
chr11	118497934	118498072	KMT2A_exon_21	KMT2A	2	138	240	0.57
chr11	118498368	118498527	KMT2A_exon_22	KMT2A	2	159	240	0.66
chr11	118499300	118499420	KMT2A_exon_23	KMT2A	1	120	120	1.0
chr11	118499827	118499947	KMT2A_exon_24	KMT2A	1	120	120	1.0
chr11	118500985	118501146	KMT2A_exon_25	KMT2A	2	161	240	0.67
chr11	118501670	118501856	KMT2A_exon_26	KMT2A	2	186	240	0.78
chr11	118502396	118506645	KMT2A_exon_27	KMT2A	36	4249	4320	0.98
chr11	118507520	118507640	KMT2A_exon_28	KMT2A	1	120	120	1.0
chr11	118509130	118509250	KMT2A_exon_29	KMT2A	1	120	120	1.0
chr11	118509946	118510117	KMT2A_exon_30	KMT2A	2	171	240	0.71
chr11	118511941	118512061	KMT2A_exon_31	KMT2A	1	120	120	1.0
chr11	118519616	118519791	KMT2A_exon_32	KMT2A	2	175	240	0.73
chr11	118519949	118520069	KMT2A_exon_33	KMT2A	1	120	120	1.0
chr11	118520783	118520903	KMT2A_exon_34	KMT2A	1	120	120	1.0
chr11	118521291	118521411	KMT2A_exon_35	KMT2A	1	120	120	1.0
chr11	118521895	118526831	KMT2A_exon_36	KMT2A	42	4936	5040	0.98
chr11	119206337	119206611	CBL_exon_1	CBL	3	274	360	0.76
chr11	119232446	119232694	CBL_exon_2	CBL	2	248	240	1.03
chr11	119271733	119271880	CBL_exon_3	CBL	2	147	240	0.61
chr11	119273866	119274023	CBL_exon_4	CBL	2	157	240	0.65
chr11	119274831	119274951	CBL_exon_5	CBL	1	120	120	1.0
chr11	119275995	119276133	CBL_exon_6	CBL	2	138	240	0.57
chr11	119277732	119277852	CBL_exon_7	CBL	1	120	120	1.0
chr11	119278164	119278296	CBL_exon_8	CBL	2	132	240	0.55
chr11	119278508	119278712	CBL_exon_9	CBL	2	204	240	0.85
chr11	119284967	119285099	CBL_exon_10	CBL	2	132	240	0.55
chr11	119285187	119285565	CBL_exon_11	CBL	4	378	480	0.79
chr11	119287842	119287962	CBL_exon_12	CBL	1	120	120	1.0
chr11	119296914	119297034	CBL_exon_13	CBL	1	120	120	1.0
chr11	119297362	119297482	CBL_exon_14	CBL	1	120	120	1.0
chr11	119298356	119298539	CBL_exon_15	CBL	2	183	240	0.76
chr11	119299493	119308148	CBL_exon_16	CBL	70	8655	8400	1.03
chr12	11649672	11650159	ETV6_exon_1	ETV6	4	487	480	1.01
chr12	11752453	11752573	ETV6_exon_2	ETV6	1	120	120	1.0
chr12	11839138	11839303	ETV6_exon_3	ETV6	2	165	240	0.69
chr12	11853425	11853560	ETV6_exon_4	ETV6	2	135	240	0.56
chr12	11869422	11869968	ETV6_exon_5	ETV6	5	546	600	0.91
chr12	11884443	11884586	ETV6_exon_6	ETV6	2	143	240	0.6
chr12	11885917	11886037	ETV6_exon_7	ETV6	1	120	120	1.0
chr12	11890939	11895376	ETV6_exon_8	ETV6	35	4437	4200	1.06
chr12	12717366	12718313	CDKN1B_exon_1	CDKN1B	8	947	960	0.99
chr12	12718828	12718948	CDKN1B_exon_2	CDKN1B	1	120	120	1.0
chr12	12721034	12722368	CDKN1B_exon_3	CDKN1B	12	1334	1440	0.93
chr12	22625169	22625585	ETNK1_exon_1	ETNK1	4	416	480	0.87
chr12	22643761	22644021	ETNK1_exon_2	ETNK1	3	260	360	0.72
chr12	22659012	22659153	ETNK1_exon_3	ETNK1	2	141	240	0.59
chr12	22661061	22661204	ETNK1_exon_4	ETNK1	2	143	240	0.6
chr12	22671252	22671372	ETNK1_exon_5	ETNK1	1	120	120	1.0
chr12	22673498	22673659	ETNK1_exon_6	ETNK1	2	161	240	0.67
chr12	22684480	22684600	ETNK1_exon_7	ETNK1	1	120	120	1.0
chr12	22684880	22690664	ETNK1_exon_8	ETNK1	48	5784	5760	1.0
chr12	25205244	25209910	KRAS_exon_5	KRAS	37	4666	4440	1.05
chr12	25225612	25225772	KRAS_exon_4	KRAS	2	160	240	0.67
chr12	25227232	25227411	KRAS_exon_3	KRAS	2	179	240	0.75
chr12	25245273	25245393	KRAS_exon_2	KRAS	1	120	120	1.0
chr12	25250749	25250928	KRAS_exon_1	KRAS	2	179	240	0.75
chr12	49623516	49623636	PRPF40B_exon_1	PRPF40B	1	120	120	1.0
chr12	49630522	49630642	PRPF40B_exon_2	PRPF40B	1	120	120	1.0
chr12	49631399	49631543	PRPF40B_exon_3	PRPF40B	2	144	240	0.6
chr12	49631819	49631939	PRPF40B_exon_4	PRPF40B	1	120	120	1.0
chr12	49632514	49632634	PRPF40B_exon_5	PRPF40B	1	120	120	1.0
chr12	49632825	49632945	PRPF40B_exon_6	PRPF40B	1	120	120	1.0
chr12	49633007	49633127	PRPF40B_exon_7	PRPF40B	1	120	120	1.0
chr12	49633425	49633545	PRPF40B_exon_8	PRPF40B	1	120	120	1.0
chr12	49633588	49633708	PRPF40B_exon_9	PRPF40B	1	120	120	1.0
chr12	49633884	49634091	PRPF40B_exon_10	PRPF40B	2	207	240	0.86
chr12	49634332	49634452	PRPF40B_exon_11	PRPF40B	1	120	120	1.0
chr12	49634521	49634641	PRPF40B_exon_12	PRPF40B	1	120	120	1.0
chr12	49635097	49635262	PRPF40B_exon_13	PRPF40B	2	165	240	0.69
chr12	49635357	49635477	PRPF40B_exon_14	PRPF40B	1	120	120	1.0
chr12	49635841	49635992	PRPF40B_exon_15	PRPF40B	2	151	240	0.63
chr12	49636714	49636848	PRPF40B_exon_16	PRPF40B	2	134	240	0.56
chr12	49637465	49637585	PRPF40B_exon_17	PRPF40B	1	120	120	1.0
chr12	49637707	49637827	PRPF40B_exon_18	PRPF40B	1	120	120	1.0
chr12	49641904	49642024	PRPF40B_exon_19	PRPF40B	1	120	120	1.0
chr12	49642233	49642371	PRPF40B_exon_20	PRPF40B	2	138	240	0.57
chr12	49642570	49642690	PRPF40B_exon_21	PRPF40B	1	120	120	1.0
chr12	49642921	49643041	PRPF40B_exon_22	PRPF40B	1	120	120	1.0
chr12	49643221	49643396	PRPF40B_exon_23	PRPF40B	2	175	240	0.73
chr12	49643689	49643809	PRPF40B_exon_24	PRPF40B	1	120	120	1.0
chr12	49643859	49644003	PRPF40B_exon_25	PRPF40B	2	144	240	0.6
chr12	49644098	49644664	PRPF40B_exon_26	PRPF40B	5	566	600	0.94
chr12	54292109	54293380	NFE2_exon_3	NFE2	11	1271	1320	0.96
chr12	54295133	54295303	NFE2_exon_2	NFE2	2	170	240	0.71
chr12	54300799	54301014	NFE2_exon_1	NFE2	2	215	240	0.9
chr12	92140276	92144446	BTG1_exon_2	BTG1	35	4170	4200	0.99
chr12	92145386	92145845	BTG1_exon_1	BTG1	4	459	480	0.96
chr12	111405921	111406276	SH2B3_exon_1	SH2B3	3	355	360	0.99
chr12	111418117	111418876	SH2B3_exon_2	SH2B3	7	759	840	0.9
chr12	111446752	111446872	SH2B3_exon_3	SH2B3	1	120	120	1.0
chr12	111446920	111447040	SH2B3_exon_4	SH2B3	1	120	120	1.0
chr12	111447113	111447233	SH2B3_exon_5	SH2B3	1	120	120	1.0
chr12	111447328	111447543	SH2B3_exon_6	SH2B3	2	215	240	0.9
chr12	111447654	111447826	SH2B3_exon_7	SH2B3	2	172	240	0.72
chr12	111447981	111451622	SH2B3_exon_8	SH2B3	29	3641	3480	1.05
chr12	112418945	112419124	PTPN11_exon_1	PTPN11	2	179	240	0.75
chr12	112446275	112446395	PTPN11_exon_2	PTPN11	1	120	120	1.0
chr12	112450316	112450511	PTPN11_exon_3	PTPN11	2	195	240	0.81
chr12	112453193	112453386	PTPN11_exon_4	PTPN11	2	193	240	0.8
chr12	112454560	112454680	PTPN11_exon_5	PTPN11	1	120	120	1.0
chr12	112455945	112456065	PTPN11_exon_6	PTPN11	1	120	120	1.0
chr12	112472939	112473059	PTPN11_exon_7	PTPN11	1	120	120	1.0
chr12	112477611	112477731	PTPN11_exon_8	PTPN11	1	120	120	1.0
chr12	112477855	112478014	PTPN11_exon_9	PTPN11	2	159	240	0.66
chr12	112482072	112482204	PTPN11_exon_10	PTPN11	2	132	240	0.55
chr12	112486473	112486628	PTPN11_exon_11	PTPN11	2	155	240	0.65
chr12	112488415	112488535	PTPN11_exon_12	PTPN11	1	120	120	1.0
chr12	112489022	112489174	PTPN11_exon_13	PTPN11	2	152	240	0.63
chr12	112502138	112502258	PTPN11_exon_14	PTPN11	1	120	120	1.0
chr12	112504681	112504801	PTPN11_exon_15	PTPN11	1	120	120	1.0
chr12	112505823	112509917	PTPN11_exon_16	PTPN11	35	4094	4200	0.97
chr12	121803993	121804248	SETD1B_exon_1	SETD1B	2	255	240	1.06
chr12	121804722	121804910	SETD1B_exon_2	SETD1B	2	188	240	0.78
chr12	121805102	121805222	SETD1B_exon_3	SETD1B	1	120	120	1.0
chr12	121805833	121806104	SETD1B_exon_4	SETD1B	3	271	360	0.75
chr12	121808202	121808322	SETD1B_exon_5	SETD1B	1	120	120	1.0
chr12	121809601	121810834	SETD1B_exon_6	SETD1B	11	1233	1320	0.93
chr12	121814104	121814929	SETD1B_exon_7	SETD1B	7	825	840	0.98
chr12	121817031	121817293	SETD1B_exon_8	SETD1B	3	262	360	0.73
chr12	121817368	121817703	SETD1B_exon_9	SETD1B	3	335	360	0.93
chr12	121817790	121817910	SETD1B_exon_10	SETD1B	1	120	120	1.0
chr12	121819402	121819894	SETD1B_exon_11	SETD1B	5	492	600	0.82
chr12	121822488	121823748	SETD1B_exon_12	SETD1B	11	1260	1320	0.95
chr12	121825198	121825365	SETD1B_exon_13	SETD1B	2	167	240	0.7
chr12	121827517	121827649	SETD1B_exon_14	SETD1B	2	132	240	0.55
chr12	121827733	121827853	SETD1B_exon_15	SETD1B	1	120	120	1.0
chr12	121827931	121828069	SETD1B_exon_16	SETD1B	2	138	240	0.57
chr12	121830064	121832655	SETD1B_exon_17	SETD1B	21	2591	2520	1.03
chr13	28003272	28004173	FLT3_exon_24	FLT3	8	901	960	0.94
chr13	28014443	28014563	FLT3_exon_23	FLT3	1	120	120	1.0
chr13	28015143	28015263	FLT3_exon_22	FLT3	1	120	120	1.0
chr13	28015584	28015704	FLT3_exon_21	FLT3	1	120	120	1.0
chr13	28018466	28018586	FLT3_exon_20	FLT3	1	120	120	1.0
chr13	28023352	28023472	FLT3_exon_19	FLT3	1	120	120	1.0
chr13	28024824	28024944	FLT3_exon_18	FLT3	1	120	120	1.0
chr13	28027086	28027240	FLT3_exon_17	FLT3	2	154	240	0.64
chr13	28028171	28028291	FLT3_exon_16	FLT3	1	120	120	1.0
chr13	28033877	28033997	FLT3_exon_15	FLT3	1	120	120	1.0
chr13	28034080	28034213	FLT3_exon_14	FLT3	2	133	240	0.55
chr13	28034292	28034412	FLT3_exon_13	FLT3	1	120	120	1.0
chr13	28035493	28035672	FLT3_exon_12	FLT3	2	179	240	0.75
chr13	28035927	28036047	FLT3_exon_11	FLT3	1	120	120	1.0
chr13	28037169	28037289	FLT3_exon_10	FLT3	1	120	120	1.0
chr13	28048273	28048442	FLT3_exon_9	FLT3	2	169	240	0.7
chr13	28049382	28049536	FLT3_exon_8	FLT3	2	154	240	0.64
chr13	28049633	28049773	FLT3_exon_7	FLT3	2	140	240	0.58
chr13	28050097	28050217	FLT3_exon_6	FLT3	1	120	120	1.0
chr13	28052548	28052668	FLT3_exon_5	FLT3	1	120	120	1.0
chr13	28057343	28057463	FLT3_exon_4	FLT3	1	120	120	1.0
chr13	28061865	28062068	FLT3_exon_3	FLT3	2	203	240	0.85
chr13	28070490	28070610	FLT3_exon_2	FLT3	1	120	120	1.0
chr13	28100460	28100580	FLT3_exon_1	FLT3	1	120	120	1.0
chr13	108207440	108211295	LIG4_exon_3	LIG4	33	3855	3960	0.97
chr13	108214515	108214635	LIG4_exon_2	LIG4	1	120	120	1.0
chr13	108215440	108215560	LIG4_exon_1	LIG4	1	120	120	1.0
chr14	99169285	99176194	BCL11B_exon_4	BCL11B	58	6909	6960	0.99
chr14	99231343	99231556	BCL11B_exon_3	BCL11B	2	213	240	0.89
chr14	99257469	99257838	BCL11B_exon_2	BCL11B	3	369	360	1.02
chr14	99271159	99272196	BCL11B_exon_1	BCL11B	7	1037	840	1.23
chr14	104769347	104770419	AKT1_exon_15	AKT1	9	1072	1080	0.99
chr14	104770737	104770857	AKT1_exon_14	AKT1	1	120	120	1.0
chr14	104772360	104772480	AKT1_exon_13	AKT1	1	120	120	1.0
chr14	104772876	104773091	AKT1_exon_12	AKT1	2	215	240	0.9
chr14	104773253	104773373	AKT1_exon_11	AKT1	1	120	120	1.0
chr14	104773456	104773576	AKT1_exon_10	AKT1	1	120	120	1.0
chr14	104773884	104774004	AKT1_exon_9	AKT1	1	120	120	1.0
chr14	104774909	104775029	AKT1_exon_8	AKT1	1	120	120	1.0
chr14	104775074	104775206	AKT1_exon_7	AKT1	2	132	240	0.55
chr14	104775650	104775798	AKT1_exon_6	AKT1	2	148	240	0.62
chr14	104776653	104776773	AKT1_exon_5	AKT1	1	120	120	1.0
chr14	104780090	104780210	AKT1_exon_4	AKT1	1	120	120	1.0
chr14	104792598	104792718	AKT1_exon_3	AKT1	1	120	120	1.0
chr14	104793125	104793303	AKT1_exon_2	AKT1	2	178	240	0.74
chr14	104795482	104795747	AKT1_exon_1	AKT1	3	265	360	0.74
chr15	40695172	40695424	RAD51_exon_1	RAD51	3	252	360	0.7
chr15	40698750	40698870	RAD51_exon_2	RAD51	1	120	120	1.0
chr15	40701062	40701200	RAD51_exon_3	RAD51	2	138	240	0.57
chr15	40706174	40706294	RAD51_exon_4	RAD51	1	120	120	1.0
chr15	40709011	40709131	RAD51_exon_5	RAD51	1	120	120	1.0
chr15	40718789	40718909	RAD51_exon_6	RAD51	1	120	120	1.0
chr15	40728706	40728826	RAD51_exon_7	RAD51	1	120	120	1.0
chr15	40729508	40729628	RAD51_exon_8	RAD51	1	120	120	1.0
chr15	40729852	40729972	RAD51_exon_9	RAD51	1	120	120	1.0
chr15	40731053	40732339	RAD51_exon_10	RAD51	9	1286	1080	1.19
chr15	66386910	66387426	MAP2K1_exon_1	MAP2K1	5	516	600	0.86
chr15	66435025	66435236	MAP2K1_exon_2	MAP2K1	2	211	240	0.88
chr15	66436744	66436891	MAP2K1_exon_3	MAP2K1	2	147	240	0.61
chr15	66443247	66443367	MAP2K1_exon_4	MAP2K1	1	120	120	1.0
chr15	66444615	66444735	MAP2K1_exon_5	MAP2K1	1	120	120	1.0
chr15	66481755	66481875	MAP2K1_exon_6	MAP2K1	1	120	120	1.0
chr15	66484988	66485190	MAP2K1_exon_7	MAP2K1	2	202	240	0.84
chr15	66487223	66487343	MAP2K1_exon_8	MAP2K1	1	120	120	1.0
chr15	66489210	66489330	MAP2K1_exon_9	MAP2K1	1	120	120	1.0
chr15	66489666	66489786	MAP2K1_exon_10	MAP2K1	1	120	120	1.0
chr15	66490500	66491543	MAP2K1_exon_11	MAP2K1	9	1043	1080	0.97
chr15	89305910	89306030	FANCI_intron31	FANCI	1	120	120	1.0
chr15	90088585	90088746	IDH2_exon_4	IDH2	2	161	240	0.67
chr16	14435699	14436771	PARN_exon_24	PARN	9	1072	1080	0.99
chr16	14446886	14447080	PARN_exon_23	PARN	2	194	240	0.81
chr16	14482636	14482826	PARN_exon_22	PARN	2	190	240	0.79
chr16	14552019	14552139	PARN_exon_21	PARN	1	120	120	1.0
chr16	14554041	14554161	PARN_exon_20	PARN	1	120	120	1.0
chr16	14555594	14555714	PARN_exon_19	PARN	1	120	120	1.0
chr16	14580824	14580944	PARN_exon_18	PARN	1	120	120	1.0
chr16	14582174	14582294	PARN_exon_17	PARN	1	120	120	1.0
chr16	14584319	14584439	PARN_exon_16	PARN	1	120	120	1.0
chr16	14584673	14584793	PARN_exon_15	PARN	1	120	120	1.0
chr16	14586288	14586408	PARN_exon_14	PARN	1	120	120	1.0
chr16	14593278	14593398	PARN_exon_13	PARN	1	120	120	1.0
chr16	14599845	14599965	PARN_exon_12	PARN	1	120	120	1.0
chr16	14604107	14604227	PARN_exon_11	PARN	1	120	120	1.0
chr16	14606459	14606579	PARN_exon_10	PARN	1	120	120	1.0
chr16	14608236	14608356	PARN_exon_9	PARN	1	120	120	1.0
chr16	14609010	14609130	PARN_exon_8	PARN	1	120	120	1.0
chr16	14610642	14610808	PARN_exon_7	PARN	2	166	240	0.69
chr16	14617575	14617695	PARN_exon_6	PARN	1	120	120	1.0
chr16	14627096	14627216	PARN_exon_5	PARN	1	120	120	1.0
chr16	14627227	14627347	PARN_exon_4	PARN	1	120	120	1.0
chr16	14628136	14628256	PARN_exon_3	PARN	1	120	120	1.0
chr16	14629577	14629697	PARN_exon_2	PARN	1	120	120	1.0
chr16	14630105	14630259	PARN_exon_1	PARN	2	154	240	0.64
chr16	67562524	67562723	CTCF_exon_1	CTCF	2	199	240	0.83
