Chromosome	Position	RelativeEnrichment
chr7	126235001	0.4341
chr7	126980001	0.5865
chr7	127886001	0.7755
chr7	128592001	0.3891
chr7	129941001	0.6416
chr7	130734001	0.5051
chr7	131722001	0.7610
chr7	132578001	0.6194
chr7	133393001	0.3847
chr7	134510001	0.7838
chr7	134646001	0.6311
chr7	134661001	2.8721
chr7	134662001	0.8024
chr7	134678001	0.8865
chr7	134679001	4.0777
chr7	135270001	0.6984
chr7	136069001	0.8761
chr7	136943001	0.6645
chr7	138197001	0.7400
chr7	139023001	0.6700
chr7	139359001	0.3312
chr7	139360001	NaN
chr7	139376001	1.0296
chr7	139398001	1.5797
chr7	139402001	1.1595
chr7	139405001	1.0644
chr7	139407001	1.2989
chr7	139409001	0.8480
chr7	139412001	0.8338
chr7	139417001	1.1514
chr7	139422001	4.3810
chr7	139423001	2.2833
chr7	139884001	0.7144
chr7	140505001	0.7389
chr7	141420001	0.6744
chr7	142216001	0.2293
chr7	142217001	0.5635
chr7	143345001	0.6570
chr7	144218001	NaN
chr7	145175001	0.6923
chr7	146496001	0.7104
chr7	147328001	0.7172
chr7	148136001	0.4567
chr7	148807001	1.8868
chr7	148809001	1.4877
chr7	148810001	0.7251
chr7	148811001	0.8942
chr7	148813001	0.4785
chr7	148814001	1.2469
chr7	148815001	1.3109
chr7	148816001	0.7691
chr7	148817001	1.9729
chr7	148818001	0.5733
chr7	148819001	0.9717
chr7	148826001	1.5424
chr7	148827001	0.8570
chr7	148828001	0.8300
chr7	148829001	0.5243
chr7	148832001	1.1088
chr7	148846001	1.0036
chr7	148847001	0.9197
chr7	148884001	NaN
chr7	148940001	0.6973
chr7	149802001	0.5217
chr7	151659001	0.6593
chr7	152644001	0.6491
chr7	152645001	2.8444
chr7	152646001	1.8093
chr7	152647001	0.6752
chr7	152648001	3.1662
chr7	152649001	2.4117
chr7	152660001	1.0510
chr7	152676001	0.4791
chr7	152705001	0.6186
chr7	153763001	0.5932
chr7	154516001	0.6415
chr7	155275001	0.1169
chr7	155276001	0.2188
chr7	156075001	0.7382
chr7	156892001	0.5925
chr7	157969001	0.7191
chr8	295001	0.6094
chr8	1077001	0.7787
chr8	2112001	0.7168
chr8	2935001	2.2209
chr8	2936001	4.3395
chr8	2937001	6.0498
chr8	2938001	3.8570
chr8	2942001	0.9736
chr8	2949001	1.1013
chr8	2950001	0.8952
chr8	2951001	1.0399
chr8	2954001	1.1782
chr8	2955001	1.1211
chr8	2957001	0.7537
chr8	2961001	0.9949
chr8	2962001	1.1628
chr8	2963001	1.1431
chr8	2965001	1.1853
chr8	2966001	1.4031
chr8	2973001	1.1694
chr8	2974001	1.0448
chr8	2978001	1.3988
chr8	2998001	0.9385
chr8	2999001	0.4764
chr8	3000001	0.7077
chr8	3018001	1.1753
chr8	3029001	1.2786
chr8	3052001	1.1760
chr8	3087001	1.1478
chr8	3091001	1.0485
chr8	3096001	1.0944
chr8	3097001	0.4731
chr8	3106001	0.7372
chr8	3107001	1.1123
chr8	3108001	0.9594
chr8	3110001	1.1890
chr8	3118001	1.4196
chr8	3142001	1.2973
chr8	3151001	0.8270
chr8	3157001	0.5636
chr8	3162001	0.7180
chr8	3181001	0.7986
chr8	3187001	0.6244
chr8	3188001	0.5838
chr8	3189001	0.8067
chr8	3190001	0.7587
chr8	3199001	0.7466
chr8	3201001	0.8981
chr8	3205001	0.8754
chr8	3214001	1.4143
chr8	3219001	1.2599
chr8	3223001	0.7507
chr8	3229001	0.4141
chr8	3230001	1.0425
chr8	3284001	1.2357
chr8	3307001	0.8028
chr8	3308001	1.2318
chr8	3343001	1.1347
chr8	3347001	0.6387
chr8	3348001	0.9191
chr8	3359001	0.9662
chr8	3367001	1.1094
chr8	3369001	0.9539
chr8	3387001	1.2331
chr8	3396001	1.1008
chr8	3399001	0.8833
chr8	3406001	0.8708
chr8	3407001	0.6186
chr8	3408001	1.4869
chr8	3409001	1.1591
chr8	3468001	0.7892
chr8	3493001	0.7435
chr8	3574001	0.3927
chr8	3575001	0.4031
chr8	3586001	0.7252
chr8	3616001	0.7970
chr8	3708001	0.8888
chr8	3753001	0.4617
chr8	3754001	0.3715
chr8	3997001	0.6032
chr8	3998001	0.6674
chr8	4031001	0.5958
chr8	4032001	0.7126
chr8	4247001	0.5631
chr8	4419001	0.4092
chr8	4420001	0.5385
chr8	4637001	1.0515
chr8	4994001	1.0071
chr8	5006001	0.5779
chr8	6058001	0.4927
chr8	6059001	0.2992
chr8	6826001	0.7417
chr8	7508001	0.3468
chr8	9210001	0.7048
chr8	9952001	0.6848
chr8	11018001	0.3399
chr8	11019001	0.3146
chr8	11758001	0.2193
chr8	11759001	0.3480
chr8	12728001	0.7071
chr8	13537001	0.6472
chr8	14546001	0.7843
chr8	15573001	0.3048
chr8	15574001	0.2484
chr8	16308001	0.6788
chr8	17127001	0.8256
chr8	18119001	0.7298
chr8	19172001	0.3042
chr8	19891001	0.7310
chr8	20954001	0.4851
chr8	22043001	0.6587
chr8	22776001	0.6462
chr8	23551001	0.7412
chr8	24351001	0.7813
chr8	25067001	0.6940
chr8	25915001	0.9021
chr8	26619001	0.7265
chr8	27672001	0.7588
chr8	28445001	0.9583
chr8	29205001	0.7220
chr8	30486001	0.4992
chr8	31463001	0.5012
chr8	32313001	0.7180
chr8	33147001	0.5824
chr8	33833001	0.3588
chr8	33834001	0.1505
chr8	34934001	0.7339
chr8	36561001	0.7212
chr8	37361001	0.6509
chr8	38442001	0.7089
chr8	40519001	0.6870
chr8	41283001	0.3325
chr8	41284001	0.3373
chr8	42037001	0.5499
chr8	47035001	0.7821
chr8	48198001	0.7386
chr8	51105001	0.7927
chr8	52036001	0.6210
chr8	52853001	0.7528
chr8	53592001	0.8232
chr8	54655001	0.5774
chr8	55409001	0.8359
chr8	56260001	0.5422
chr8	56913001	0.6582
chr8	57726001	0.6956
chr8	58505001	0.6245
chr8	59610001	0.8081
chr8	60274001	0.5896
chr8	61079001	0.7583
chr8	62359001	0.7536
chr8	63124001	0.4673
chr8	63898001	0.7065
chr8	64891001	0.6403
chr8	65719001	0.3663
chr8	66471001	0.6702
chr8	67562001	0.6130
chr8	68258001	0.4010
chr8	69083001	0.5010
chr8	69815001	0.9376
chr8	71089001	0.8845
chr8	71845001	0.7187
chr8	72833001	0.7557
chr8	73975001	0.7598
chr8	74660001	0.9823
chr8	75415001	0.6047
chr8	76187001	0.8682
chr8	76681001	1.7064
chr8	76704001	4.7764
chr8	76705001	4.5664
chr8	76706001	3.1891
chr8	76707001	2.2869
chr8	76708001	0.4616
chr8	76778001	1.3652
chr8	76833001	0.8339
chr8	76842001	0.7899
chr8	76848001	0.7796
chr8	76849001	1.8364
chr8	76850001	1.5396
chr8	76851001	5.1488
chr8	76852001	4.6228
chr8	76853001	4.5539
chr8	76854001	4.4256
chr8	76855001	4.7270
chr8	76856001	1.5055
chr8	76863001	4.2252
chr8	76864001	5.0127
chr8	76865001	6.4659
chr8	76866001	6.6013
chr8	76867001	3.5344
chr8	78038001	NaN
chr8	78039001	0.6208
chr8	78717001	0.7908
chr8	79566001	0.5915
chr8	80355001	0.5406
chr8	81087001	NaN
chr8	81088001	0.4112
chr8	81975001	0.3858
chr8	82699001	0.7043
chr8	83477001	0.8522
chr8	84209001	0.8791
chr8	84966001	0.5704
chr8	86176001	0.8774
chr8	87240001	0.5541
chr8	87241001	0.2338
chr8	88164001	0.8077
chr8	89021001	0.6573
chr8	90008001	1.0000
chr8	90692001	0.1787
chr8	90693001	0.3272
chr8	91550001	0.6051
chr8	91551001	0.4417
chr8	92183001	0.1594
chr8	93634001	0.9932
chr8	94401001	0.7702
chr8	95458001	0.6690
chr8	96309001	0.4908
chr8	97013001	0.5310
chr8	97748001	0.7143
chr8	98519001	0.8417
chr8	99179001	0.9918
chr8	100788001	0.6173
chr8	101602001	0.5893
chr8	102373001	0.9225
chr8	103142001	0.7758
chr8	104173001	0.9280
chr8	104945001	0.8515
chr8	105986001	0.8437
chr8	106770001	0.7407
chr8	108081001	0.7257
chr8	108713001	0.7051
chr8	109335001	0.5959
chr8	110086001	0.2773
chr8	111886001	0.6965
chr8	112916001	0.8333
chr8	113687001	0.7892
chr8	114348001	0.6840
chr8	115233001	0.7218
chr8	115987001	0.1731
chr8	116667001	0.6711
chr8	116845001	NaN
chr8	116846001	5.7864
chr8	116847001	4.4634
chr8	116848001	NaN
chr8	116849001	0.3395
chr8	116850001	1.0208
chr8	116851001	0.4794
chr8	116852001	1.6621
chr8	116854001	1.6635
chr8	116856001	1.6075
chr8	116857001	1.7087
chr8	116858001	1.0240
chr8	116861001	0.7122
chr8	116863001	0.9089
chr8	116866001	1.2519
chr8	116874001	0.3673
chr8	117802001	0.5277
chr8	117803001	0.6072
chr8	118489001	0.2858
chr8	118490001	0.5244
chr8	119093001	0.7282
chr8	119834001	0.7955
chr8	120677001	0.7145
chr8	121950001	0.3872
chr8	121951001	0.3791
chr8	122693001	0.7778
chr8	123460001	0.4343
chr8	123461001	0.3975
chr8	124228001	0.6348
chr8	124932001	0.6725
chr8	125971001	0.6396
chr8	126754001	0.6704
chr8	127584001	0.5805
chr8	127585001	0.3247
chr8	127736001	1.6687
chr8	127738001	2.6851
chr8	127739001	NaN
chr8	127740001	2.6625
chr8	127741001	3.7746
chr8	127742001	5.2028
chr8	128338001	NaN
chr8	129378001	0.6628
chr8	130149001	0.3080
chr8	130909001	0.7827
chr8	131948001	0.7863
chr8	132959001	0.6710
chr8	133773001	0.3740
chr8	135203001	0.5116
chr8	136328001	0.8326
chr8	137044001	0.6730
chr8	138133001	0.3353
chr8	138906001	0.2248
chr8	138907001	0.4977
chr8	139677001	0.8153
chr8	140665001	0.9306
chr8	141477001	0.7072
chr8	142680001	0.2374
chr8	142681001	0.3198
chr8	143711001	NaN
chr8	144281001	0.7313
chr9	675001	0.9426
chr9	1386001	0.7184
chr9	2141001	0.7139
chr9	2798001	0.6886
chr9	3573001	0.6142
chr9	4191001	0.9929
chr9	4864001	0.5973
chr9	5066001	1.2464
chr9	5069001	2.4155
chr9	5070001	1.0793
chr9	5072001	1.0336
chr9	5073001	1.0087
chr9	5077001	0.8835
chr9	5078001	1.0968
chr9	5610001	0.8652
chr9	6256001	0.3897
chr9	6993001	0.6830
chr9	8029001	0.7745
chr9	9089001	0.6512
chr9	9772001	0.7318
chr9	11190001	0.7698
chr9	11902001	0.6183
chr9	12956001	0.9794
chr9	13649001	0.8913
chr9	14694001	0.5967
chr9	15370001	0.7341
chr9	16446001	0.7370
chr9	17447001	0.7650
chr9	18196001	0.6318
chr9	18890001	0.7715
chr9	19752001	0.7333
chr9	20631001	0.9021
chr9	21967001	1.0984
chr9	21968001	0.8056
chr9	21970001	0.5765
chr9	21971001	NaN
chr9	21974001	NaN
chr9	22002001	0.8638
chr9	22003001	5.3846
chr9	22004001	7.3223
chr9	22005001	3.8870
chr9	22006001	0.7821
chr9	22008001	0.5897
chr9	22009001	1.1649
chr9	22072001	0.8728
chr9	22740001	0.6780
chr9	23404001	0.7486
chr9	24111001	0.6851
chr9	24898001	0.4487
chr9	25889001	0.8293
chr9	26565001	0.7689
chr9	27282001	0.7510
chr9	27985001	0.7183
chr9	29399001	0.7066
chr9	30085001	0.5290
chr9	31136001	0.5658
chr9	31137001	0.1627
chr9	32182001	1.0199
chr9	32904001	0.3818
chr9	33775001	0.7148
chr9	34655001	0.6280
chr9	35682001	0.6551
chr9	36374001	NaN
chr9	36833001	4.8898
chr9	36834001	3.5972
chr9	36835001	4.0052
chr9	36836001	4.0861
chr9	36837001	3.9267
chr9	36838001	3.8488
chr9	36839001	4.5076
chr9	36840001	3.0225
chr9	36846001	0.6228
chr9	36881001	0.2276
chr9	36882001	0.5553
chr9	36923001	0.7846
chr9	36966001	1.0660
chr9	37002001	0.4269
chr9	37006001	0.8162
chr9	37014001	0.3249
chr9	37015001	0.9322
chr9	37020001	0.9931
chr9	37033001	0.2489
chr9	37034001	0.9776
chr9	37081001	0.7064
chr9	37782001	0.5623
chr9	38445001	0.7554
chr9	39100001	0.6576
chr9	41673001	0.4169
chr9	66902001	0.1606
chr9	68401001	0.5272
chr9	69097001	0.6859
chr9	70011001	0.6058
chr9	70831001	0.5697
chr9	72250001	0.7896
chr9	72945001	0.2423
chr9	72946001	NaN
chr9	74671001	0.5987
chr9	74672001	0.3064
chr9	75387001	0.5879
chr9	75388001	0.3361
chr9	76091001	0.2989
chr9	76092001	0.4346
chr9	76802001	0.7379
chr9	77522001	0.7944
chr9	78533001	0.7604
chr9	79227001	0.5874
chr9	80315001	0.2489
chr9	81725001	0.5836
chr9	82514001	0.5711
chr9	83435001	0.7348
chr9	83968001	4.7916
chr9	83969001	1.8904
chr9	83970001	2.5811
chr9	83971001	1.8528
chr9	83972001	1.3592
chr9	83973001	1.4118
chr9	83974001	1.1471
chr9	83975001	0.7345
chr9	83976001	0.7177
chr9	83977001	1.3727
chr9	83978001	1.6996
chr9	83980001	NaN
chr9	84587001	0.7416
chr9	85237001	0.2039
chr9	85238001	0.7176
chr9	86079001	0.5608
chr9	86080001	0.2665
chr9	87301001	0.4203
chr9	88264001	0.4597
chr9	88265001	0.4056
chr9	88993001	0.5308
chr9	89675001	0.4693
chr9	89676001	0.2947
chr9	90304001	0.6931
chr9	90974001	0.7781
chr9	93059001	0.7570
chr9	93777001	0.4805
chr9	94482001	NaN
chr9	94483001	NaN
chr9	95189001	0.6479
chr9	96228001	0.4359
chr9	96229001	0.4204
chr9	97649001	0.9020
chr9	98335001	0.5992
chr9	99061001	0.7006
chr9	99870001	0.8065
chr9	100782001	0.4604
chr9	100783001	0.2619
chr9	101471001	0.6166
chr9	102403001	0.4388
chr9	103236001	0.6094
chr9	104313001	0.7259
chr9	104973001	0.7157
chr9	105692001	0.5255
chr9	106415001	0.7518
chr9	107072001	0.7939
chr9	107727001	0.7823
chr9	108841001	0.5437
chr9	109538001	0.4090
chr9	110204001	0.7513
chr9	110927001	NaN
chr9	110928001	0.4521
chr9	111655001	0.7535
chr9	112664001	0.3248
chr9	112665001	0.9586
chr9	113718001	0.7709
chr9	114693001	0.7473
chr9	115394001	0.8712
chr9	116170001	0.5725
chr9	117227001	0.7863
chr9	117921001	0.9845
chr9	118999001	0.5904
chr9	120096001	0.4800
chr9	120097001	0.2366
chr9	120876001	NaN
chr9	120877001	0.2119
chr9	121786001	0.2657
chr9	121787001	0.2313
chr9	122615001	0.6996
chr9	123435001	0.6947
chr9	124594001	0.8865
chr9	125273001	0.4148
chr9	125967001	0.3277
chr9	127096001	0.7731
chr9	128431001	0.7840
chr9	129438001	0.6261
chr9	130157001	0.6511
chr9	131082001	0.7970
chr9	132162001	0.5712
chr9	132888001	0.6878
chr9	133538001	0.6207
chr9	134936001	0.6933
chr9	135637001	0.7257
chr9	136494001	2.1313
chr9	136495001	3.7532
chr9	136496001	2.8701
chr9	136497001	1.3658
chr9	136498001	0.5661
chr9	136499001	0.9165
chr9	136500001	0.8334
chr9	136501001	1.0059
chr9	136502001	1.2136
chr9	136503001	0.7675
chr9	136504001	0.7785
chr9	136505001	1.8526
chr9	136506001	1.7630
chr9	136507001	1.0671
chr9	136508001	1.8009
chr9	136509001	1.4624
chr9	136510001	0.6980
chr9	136511001	0.7185
chr9	136513001	1.2583
chr9	136514001	1.1256
chr9	136515001	1.3076
chr9	136516001	0.4881
chr9	136517001	1.0596
chr9	136518001	1.9017
chr9	136519001	0.8113
chr9	136522001	NaN
chr9	136523001	1.3029
chr9	136544001	0.4457
chr9	136545001	NaN
chr9	136546001	NaN
chr9	136663001	0.5937
chr9	138117001	0.6047
chr10	970001	0.8553
chr10	1704001	0.5674
chr10	2698001	0.5084
chr10	3980001	0.2773
chr10	3981001	0.4723
chr10	4977001	0.4339
chr10	6491001	0.5553
chr10	7157001	0.6354
chr10	7984001	0.8193
chr10	8733001	0.3552
chr10	10019001	0.4878
chr10	11111001	0.4940
chr10	11772001	0.6595
chr10	12538001	0.7213
chr10	13321001	0.3151
chr10	14547001	0.7507
chr10	15236001	0.4182
chr10	15946001	0.5902
chr10	17099001	0.8788
chr10	17785001	0.3680
chr10	17786001	1.0135
chr10	18340001	0.8366
chr10	19077001	0.6516
chr10	19830001	0.7292
chr10	20826001	0.3025
chr10	21681001	0.6780
chr10	23110001	0.2096
chr10	24149001	0.5260
chr10	24867001	0.6546
chr10	25652001	0.6362
chr10	26359001	NaN
chr10	27004001	4.4906
chr10	27005001	6.5421
chr10	27006001	1.3459
chr10	27007001	0.2045
chr10	27012001	1.2833
chr10	27013001	0.6424
chr10	27014001	1.6501
chr10	27017001	2.4559
chr10	27028001	1.4592
chr10	27029001	1.2951
chr10	27033001	1.3412
chr10	27034001	1.2435
chr10	27035001	5.5361
chr10	27037001	2.8451
chr10	27038001	0.5832
chr10	27039001	0.5097
chr10	27040001	1.6571
chr10	27043001	1.0654
chr10	27046001	1.2368
chr10	27048001	1.6695
chr10	27053001	1.3485
chr10	27060001	2.1112
chr10	27061001	0.9919
chr10	27063001	0.3947
chr10	27064001	0.9099
chr10	27066001	1.1893
chr10	27067001	1.0275
chr10	27077001	3.1218
chr10	27079001	1.0536
chr10	27082001	0.5051
chr10	27092001	1.0280
chr10	27093001	1.7985
chr10	27155001	0.6077
chr10	27877001	0.4687
chr10	28904001	0.4878
chr10	29939001	0.6894
chr10	30893001	0.6785
chr10	30894001	0.1349
chr10	31686001	0.5952
chr10	32397001	0.5205
chr10	33102001	0.5210
chr10	34167001	NaN
chr10	34168001	0.7270
chr10	34931001	0.4132
chr10	36425001	0.6755
chr10	37401001	0.6244
chr10	38249001	0.9123
chr10	42337001	0.2860
chr10	43238001	0.4821
chr10	44278001	0.6189
chr10	44988001	0.6614
chr10	45750001	0.4007
chr10	45975001	0.5634
chr10	47158001	0.4243
chr10	47159001	0.3444
chr10	48341001	0.4128
chr10	49354001	0.7075
chr10	50343001	0.5165
chr10	50344001	0.2230
chr10	51053001	0.6596
chr10	52066001	0.6566
chr10	53095001	1.9596
chr10	53717001	0.9644
chr10	54464001	0.5216
chr10	55126001	0.1906
chr10	55127001	0.3116
chr10	55837001	0.3812
chr10	56806001	0.8406
chr10	57607001	0.7824
chr10	58347001	0.5985
chr10	59346001	0.2514
chr10	59347001	0.5534
chr10	60131001	0.5895
chr10	60893001	0.5208
chr10	61563001	0.6356
chr10	62471001	0.6826
chr10	62472001	0.2942
chr10	63077001	0.8687
chr10	63920001	0.8607
chr10	64653001	0.7880
chr10	65896001	0.8447
chr10	67151001	0.9885
chr10	68174001	0.8598
chr10	68994001	0.7106
chr10	70426001	0.5907
chr10	71175001	0.7334
chr10	71796001	0.6199
chr10	72495001	0.4756
chr10	74289001	0.5675
chr10	75524001	0.6697
chr10	76238001	0.5184
chr10	77250001	0.7960
chr10	78115001	0.6847
chr10	78718001	0.6681
chr10	79468001	0.7321
chr10	80664001	0.6782
chr10	81278001	1.5257
chr10	82122001	0.2783
chr10	82123001	0.4375
chr10	82739001	1.0014
chr10	83806001	0.6786
chr10	84536001	0.6074
chr10	85529001	0.7531
chr10	86199001	0.2450
chr10	86200001	0.6154
chr10	87015001	0.2505
chr10	87016001	0.2044
chr10	87863001	NaN
chr10	87864001	1.5336
chr10	87894001	1.0663
chr10	87931001	1.0026
chr10	87933001	1.2786
chr10	87952001	0.8686
chr10	87957001	0.7756
chr10	87958001	0.6607
chr10	87960001	1.0680
chr10	87961001	0.8665
chr10	87965001	3.4063
chr10	87966001	5.4598
chr10	87967001	7.0607
chr10	87968001	5.1315
chr10	87969001	5.7276
chr10	87970001	8.5660
chr10	87971001	7.1656
chr10	89024001	NaN
chr10	89025001	0.2965
chr10	90039001	0.8950
chr10	90833001	0.2246
chr10	90834001	0.4693
chr10	91731001	0.4769
chr10	93456001	0.4212
chr10	94133001	0.7184
chr10	94872001	0.8078
chr10	95557001	0.6834
chr10	96621001	0.7882
chr10	97825001	0.6966
chr10	98592001	0.2462
chr10	98593001	1.0046
chr10	99930001	0.7713
chr10	100608001	0.8435
chr10	101311001	0.7177
chr10	102163001	0.6773
chr10	103628001	0.5721
chr10	104419001	0.7314
chr10	105075001	0.6215
chr10	107141001	0.7742
chr10	107839001	0.6677
chr10	108646001	0.1396
chr10	108647001	0.5304
chr10	109481001	0.6464
chr10	110567001	0.6438
chr10	110568001	0.6299
chr10	110569001	0.3984
chr10	110573001	1.6849
chr10	110575001	1.4140
chr10	110577001	2.8485
chr10	110578001	1.2111
chr10	110580001	0.6061
chr10	110581001	1.3555
chr10	110582001	1.8938
chr10	110583001	2.4853
chr10	110584001	1.9275
chr10	110589001	1.6112
chr10	110590001	2.3807
chr10	110591001	0.7499
chr10	110593001	0.9970
chr10	110596001	1.1578
chr10	110598001	1.2378
chr10	110599001	1.1320
chr10	110600001	1.2078
chr10	110601001	3.0716
chr10	110602001	3.0287
chr10	110603001	2.6441
chr10	110604001	2.8326
chr10	110605001	4.1540
chr10	110606001	NaN
chr10	111203001	0.7969
chr10	111926001	0.7131
chr10	112952001	0.6654
chr10	113663001	0.5451
chr10	114450001	0.4713
chr10	115951001	0.8088
chr10	116800001	0.5588
chr10	116801001	0.4192
chr10	117714001	0.5824
chr10	118457001	0.7211
chr10	119218001	0.6560
chr10	119977001	0.6887
chr10	120735001	0.8006
chr10	121567001	0.6466
chr10	122246001	0.6632
chr10	122954001	0.3004
chr10	122955001	0.4329
chr10	123732001	0.4553
chr10	123733001	0.1512
chr10	124574001	0.7579
chr10	125425001	0.1871
chr10	125426001	0.4802
chr10	126338001	0.9730
chr10	126981001	0.8512
chr10	127687001	0.1896
chr10	127688001	0.3146
chr10	128490001	0.7752
chr10	130027001	0.6985
chr10	131493001	0.9180
chr10	132512001	0.9392
chr10	133226001	0.7397
chr11	493001	0.5214
chr11	532001	1.9213
chr11	533001	1.6664
chr11	534001	0.9069
chr11	535001	NaN
chr11	1642001	0.4990
chr11	2474001	0.7027
chr11	3641001	0.3325
chr11	3642001	NaN
chr11	4409001	0.4948
chr11	4410001	0.1868
chr11	5248001	0.5369
chr11	6631001	0.2787
chr11	6632001	0.3495
chr11	7507001	0.6716
chr11	8617001	0.5400
chr11	9287001	0.7035
chr11	9995001	1.0292
chr11	11108001	0.8310
chr11	11710001	0.7989
chr11	12516001	0.4560
chr11	13346001	0.7462
chr11	14191001	0.5917
chr11	14277001	NaN
chr11	14278001	6.8425
chr11	14279001	2.1673
chr11	14281001	0.9652
chr11	14294001	1.6793
chr11	14295001	1.0121
chr11	14358001	NaN
chr11	14359001	NaN
chr11	14953001	0.5447
chr11	14954001	0.2657
chr11	16413001	0.9320
chr11	17369001	0.7530
chr11	18607001	0.6604
chr11	19228001	0.7026
chr11	20041001	0.6031
chr11	21714001	0.6573
chr11	22541001	0.8061
chr11	23405001	0.7230
chr11	24152001	0.6600
chr11	26197001	0.6499
chr11	27613001	0.7619
chr11	28676001	0.6889
chr11	30025001	0.2994
chr11	30026001	0.2510
chr11	31110001	1.0226
chr11	32356001	0.6988
chr11	32387001	1.7293
chr11	32388001	5.3384
chr11	32389001	1.0329
chr11	32391001	0.5520
chr11	32392001	1.2279
chr11	32396001	0.9109
chr11	32399001	0.3830
chr11	32400001	0.4134
chr11	32416001	0.6941
chr11	32417001	1.0247
chr11	32427001	0.3061
chr11	32428001	1.2135
chr11	32434001	NaN
chr11	32435001	NaN
chr11	33448001	0.6938
chr11	34494001	0.7605
chr11	35378001	0.7673
chr11	36451001	0.7541
chr11	37095001	0.6591
chr11	37711001	0.8097
chr11	38486001	0.7496
chr11	39589001	0.6032
chr11	40389001	0.7849
chr11	41143001	0.8788
chr11	42348001	1.1035
chr11	43686001	0.7109
chr11	44332001	0.2119
chr11	44333001	0.7120
chr11	45225001	0.7855
chr11	47867001	0.3951
chr11	47868001	0.3147
chr11	48489001	0.5323
chr11	49304001	0.6810
chr11	50181001	0.5614
chr11	55402001	0.4341
chr11	56270001	0.8156
chr11	57038001	0.5664
chr11	58239001	0.8996
chr11	59716001	0.7467
chr11	60770001	0.5348
chr11	61669001	0.7157
chr11	62411001	0.5281
chr11	63220001	0.6755
chr11	64376001	0.3311
chr11	64377001	0.4294
chr11	64764001	1.9492
chr11	64765001	3.3738
chr11	64766001	0.7382
chr11	64767001	2.0277
chr11	64768001	1.2426
chr11	64769001	2.6286
chr11	64770001	1.2495
chr11	64773001	0.8121
chr11	64776001	0.8075
chr11	64778001	NaN
chr11	65183001	0.5244
chr11	65184001	0.3048
chr11	65986001	0.5406
chr11	66908001	0.7393
chr11	67715001	0.4506
chr11	68528001	0.5029
chr11	69861001	0.7055
chr11	70673001	0.6178
chr11	72474001	0.8244
chr11	73234001	0.4646
chr11	73235001	0.2737
chr11	74074001	0.7727
chr11	74680001	0.6939
chr11	75282001	0.2880
chr11	75283001	0.4945
chr11	76647001	0.5898
chr11	77927001	0.4992
chr11	78649001	0.6579
chr11	79716001	0.8531
chr11	80556001	0.6197
chr11	81389001	0.6866
chr11	82229001	0.8375
chr11	82846001	0.5452
chr11	84268001	NaN
chr11	84269001	0.1776
chr11	85114001	0.7624
chr11	86244001	1.0985
chr11	86245001	0.9070
chr11	86250001	1.0247
chr11	86252001	1.0507
chr11	86255001	1.2565
chr11	86256001	0.9864
chr11	86257001	1.1353
chr11	86264001	0.8679
chr11	86266001	1.3791
chr11	86268001	0.9164
chr11	86276001	0.5744
chr11	86277001	1.9315
chr11	86278001	3.1728
chr11	87258001	0.5359
chr11	88550001	0.5880
chr11	89470001	0.9457
chr11	90886001	0.3711
chr11	91707001	0.9914
chr11	92835001	0.7660
chr11	93630001	0.6652
chr11	94456001	0.3132
chr11	95583001	0.6113
chr11	96539001	0.9602
chr11	97622001	0.5988
chr11	98475001	0.9148
chr11	99344001	1.0544
chr11	100558001	0.8108
chr11	102317001	0.7083
chr11	102321001	NaN
chr11	102322001	7.1319
chr11	102323001	5.9268
chr11	102324001	5.2512
chr11	102325001	2.7577
chr11	102328001	1.5540
chr11	102329001	0.5897
chr11	102330001	0.8186
chr11	102331001	1.3861
chr11	102335001	0.7110
chr11	102336001	2.9894
chr11	102337001	4.6980
chr11	102338001	4.9060
chr11	102339001	1.1918
chr11	102499001	0.6543
chr11	103248001	0.6740
chr11	104082001	0.7689
chr11	104824001	0.5297
chr11	105478001	0.8042
chr11	106447001	0.6258
chr11	107719001	0.7512
chr11	108223001	0.6373
chr11	108227001	2.7174
chr11	108229001	1.3397
chr11	108235001	1.6593
chr11	108243001	0.7661
chr11	108244001	2.7356
chr11	108245001	NaN
chr11	108246001	0.5193
chr11	108247001	0.8343
chr11	108248001	0.5823
chr11	108249001	0.8369
chr11	108250001	1.8898
chr11	108251001	1.8440
chr11	108252001	1.4948
chr11	108253001	1.1805
chr11	108254001	0.7059
chr11	108256001	0.8370
chr11	108257001	0.9959
chr11	108258001	0.5293
chr11	108259001	1.0550
chr11	108267001	1.2003
chr11	108268001	1.5095
chr11	108271001	2.1556
chr11	108272001	2.0602
chr11	108279001	1.1870
chr11	108280001	1.1078
chr11	108281001	1.0499
chr11	108282001	1.4544
chr11	108284001	1.9862
chr11	108287001	0.9412
chr11	108288001	NaN
chr11	108289001	2.8919
chr11	108292001	1.2071
chr11	108293001	1.8197
chr11	108294001	0.5901
chr11	108295001	0.4297
chr11	108297001	1.0271
chr11	108299001	0.9942
chr11	108301001	1.2470
chr11	108302001	1.2540
chr11	108303001	0.9624
chr11	108304001	1.5417
chr11	108307001	0.7478
chr11	108310001	1.4462
chr11	108312001	1.0207
chr11	108315001	1.2181
chr11	108316001	0.7706
chr11	108317001	1.0093
chr11	108319001	0.3900
chr11	108320001	0.7634
chr11	108321001	0.8009
chr11	108325001	1.4932
chr11	108326001	1.0917
chr11	108327001	0.8811
chr11	108329001	1.5393
chr11	108330001	1.7504
chr11	108331001	1.9123
